smiles,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
C[C@]12C[C@H](O)C3C(CCC4=CC(=O)C=C[C@@]43C)C1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],12.754425708829343,-5.337091074287871,12.754425708829343,0.03389955750818863,0.6001159614037131,438.4130000000003,411.1970000000001,438.1454516138199,166,0,0.19031555231410016,-0.7898618851471791,0.7898618851471791,0.19031555231410016,1.3333333333333333,2.033333333333333,2.7,1.648211182051322,889.4372521975943,22.112519696192855,17.075223100729723,17.96965029172964,13.816951232032128,10.36336843056293,11.823961917243375,9.754491418247031,10.907117498994106,8.46285789447875,8.908185105369169,7.045622305608227,7.32099053872291,-1.1500000000000001,3338391.771643148,22.0585694077172,6.9237657218674595,3.118560793537884,174.79869775012983,29.08867344182951,12.207932775496605,11.566489892729878,0.0,0.0,0.0,9.589074368143644,0.0,0.0,0.0,25.496599036284397,56.091960420620595,16.747886984954953,13.926663510880473,38.67774780997315,19.38918701586205,0.0,0.0,28.583699077277743,57.656599712743294,6.606881964512918,23.80116485057091,0.0,0.0,9.78682320550495,0.0,0.0,7.822697123132171,40.091443845656194,18.67786981478679,28.583699077277743,45.95158251401131,23.80116485057091,0.0,0.0,0.0,147.02,42.747822171535574,34.15400064826134,0.0,36.37860633070113,12.841643245852019,11.993926152995277,0.0,19.075777413358384,12.999757306524504,4.5237471617118175,0.0,14.937851186244945,0.0,46.1899550519299,22.561647502490608,-2.2725278430867797,-1.05455873032159,0.0,6.560738896238645,2.802873899681033,-5.337091074287871,0.7142857142857143,30,2,8,4,0,4,0,0,0,8,2,9,4,3,0,3,4,0.4105999999999997,101.52110000000003
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@@H](O)[C@@H](O)COP(=O)([O-])O)c2cc1C,12.234789029703006,-5.141593258532979,12.234789029703006,0.15193489998880172,0.18980818802860375,455.3400000000002,435.18000000000023,455.0973384299099,168,0,0.34944760044401535,-0.7562545507494542,0.7562545507494542,0.34944760044401535,1.1612903225806452,1.8064516129032258,2.4516129032258065,2.0649227620246755,1250.741503811513,23.08505747976789,16.419915124640205,17.314342315640122,14.368899717617543,9.014974990295684,10.510420105306014,7.080493473847947,8.275803907651701,4.79092454381188,5.266284306827685,3.055364670815405,3.396480424621163,-2.51,4085280.5868439195,23.15938807824663,8.553312062106501,5.046920607253887,173.74971381363898,34.19725219953024,18.31189916324491,11.518332492848387,0.0,13.381964018184178,5.689743398203474,14.34356398995036,9.77851570501903,4.9839785209472085,0.0,0.0,37.10711151969846,0.0,24.185039805658015,34.19520083667022,18.856098558364693,0.0,19.519035210632982,0.0,38.70412996853872,6.606881964512918,44.09772178171633,0.0,11.518332492848387,16.142421896007956,0.0,0.0,7.822697123132171,64.65081012566539,15.633551852555723,13.847474399381248,11.126902983393991,21.721808505066864,0.0,22.551733928080907,0.0,210.92,50.53524495005805,34.36711644034956,0.0,11.518332492848387,11.033401435232523,11.126902983393991,4.567099647791355,12.13273413692322,18.831452920328456,14.491704203606234,4.893411602752475,15.989993090807676,0.0,53.28371362369819,30.484546707584677,0.5649851114877298,-0.15193489998880172,3.395072133804547,-5.488600901780465,2.202707281808319,-5.141593258532979,0.4117647058823529,31,5,13,0,2,2,1,0,1,11,5,14,7,0,0,0,3,-2.2385599999999988,104.3124
CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,10.36993316618046,-0.5835414042160079,10.36993316618046,0.04600350634080841,0.7339986740264384,299.41400000000004,274.21399999999994,299.18852904000005,118,0,0.11509812251543597,-0.5079666181604732,0.5079666181604732,0.11509812251543597,0.9545454545454546,1.5909090909090908,2.227272727272727,1.821810760404442,553.4076834108573,15.94938298937633,13.236843983648525,13.236843983648525,10.5585506480638,7.82971745162018,7.82971745162018,5.91703259892112,5.91703259892112,3.964475794594076,3.964475794594076,2.6112878702296984,2.6112878702296984,-1.8399999999999999,92951.02702526309,16.529138189186003,7.968230565599175,4.863191456854292,132.1814218143373,15.529843393687743,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.46456947923127,49.948754765550476,12.083681658295921,6.103966387748303,10.213054789681411,0.0,0.0,5.316788604006331,0.0,44.87676569127749,0.0,65.72420659954848,0.0,5.749511833283905,5.316788604006331,0.0,5.749511833283905,0.0,22.29673644797733,6.4208216229260096,0.0,37.49916539344955,54.59730361615449,0.0,0.0,0.0,52.489999999999995,6.103966387748303,10.213054789681411,0.0,11.791352662431866,6.041840829147961,18.405094737549014,5.563451491696996,24.26546827384644,12.990104268152233,36.50599407754339,0.0,0.0,0.0,0.0,23.12381854637394,2.149023597220748,0.2155475947592862,17.421337297343477,1.4657467402326707,4.124526224069875,0.0,0.3684210526315789,22,3,3,0,0,0,2,0,2,3,3,3,7,0,0,0,2,3.4250000000000016,89.88930000000005
CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,6.208828376515214,0.7983710212480057,6.208828376515214,0.7983710212480057,0.6542213588943051,315.869,297.725,315.084848256,108,0,0.041247051078904126,-0.30909168871589165,0.30909168871589165,0.041247051078904126,1.0476190476190477,1.8095238095238095,2.619047619047619,2.062890975135638,691.3677237596133,14.819626477379408,12.266442074863152,13.838867601809334,10.147867045540844,7.070193049946118,8.264654103883071,5.448453192059507,6.968665929018319,3.553702321641033,4.9406177626595715,2.5303842327718327,3.7888957228084914,-1.2199999999999998,72649.15994089883,14.706242135858965,6.266454204965884,3.1796920280138097,135.16892574867748,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.63794615184234,61.48164137559008,21.358356670689453,0.0,0.0,28.9359293696929,0.0,4.899909730850478,0.0,16.21178857396156,20.640100371266954,64.69012588320047,0.0,0.0,0.0,0.0,0.0,23.36282483962363,25.540010102117435,0.0,0.0,17.54772460632,58.3315565371007,5.022633313741326,5.573104530069267,0.0,3.24,0.0,0.0,0.0,0.0,0.0,17.988211342579913,26.49097446449881,0.0,17.828252017852726,61.4694762138084,11.600939890232516,0.0,8.033649358920522,4.816677593362448,0.7983710212480057,3.8793323255228023,0.0,14.77981526972929,3.3759952128999746,1.050306358654573,4.2102973041068275,0.2222222222222222,21,0,1,0,1,1,2,0,2,2,0,3,3,0,0,0,3,5.188000000000004,92.26700000000004
CC1(C)S[C@@H]2C(N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)[O-],13.22144605064248,-1.2554668886608817,13.22144605064248,0.1671239606953887,0.737341001645303,388.4690000000002,366.2930000000001,388.13365076390994,144,0,0.24959395760909606,-0.5478320702851524,0.5478320702851524,0.24959395760909606,1.1111111111111112,1.7407407407407407,2.3333333333333335,1.653552916919534,825.5034853092177,19.723250160202095,15.631821066025866,16.44831764695359,12.560184622323467,8.927807792471766,9.807460603726659,8.279071977124106,10.049957116496667,5.63146835475295,7.188632310002511,4.466714942588534,6.134010849307959,-2.0599999999999996,939067.7527995724,18.31015150063358,5.717745261835134,2.496584716171926,161.62959674777252,19.70088404061348,17.45755447126466,0.0,11.814359458703011,0.0,0.0,14.905862972149976,0.0,0.0,11.761884949391115,30.33183534230805,33.25840029045949,4.747022453217559,17.674006152469723,19.490138947056174,29.545549696045974,0.0,15.116608065707286,0.0,61.60422658776258,0.0,35.89528683400505,0.0,0.0,10.423315998847038,0.0,0.0,11.761884949391115,55.45092116820795,14.383611552215466,0.0,39.30024111960745,30.33183534230805,0.0,0.0,0.0,92.78,34.504710263983206,19.490138947056174,0.0,17.18823227167175,0.0,5.563451491696996,16.66179468024159,18.747384130231726,44.179309741689295,5.316788604006331,0.0,-0.6735269799494634,1.4151426156882505,40.68587309771863,14.536767818261168,0.11350270586629707,-1.7520244808335526,7.187088090049711,0.0,7.320510466532292,0.0,0.5263157894736842,27,1,7,0,3,3,1,0,1,6,1,8,3,0,3,3,4,0.07640000000000047,98.13070000000005
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,7.618439153439153,0.03284486016628896,7.618439153439153,0.03284486016628896,0.41392514787270024,253.73700000000002,237.60899999999998,253.10942319199998,92,0,0.19927442608839066,-0.35405442849343016,0.35405442849343016,0.19927442608839066,1.1176470588235294,1.7058823529411764,2.235294117647059,2.4424598770286474,398.8277468164942,12.836498814253964,9.764715818957358,10.520644764975813,7.96923425058676,5.203725114524596,5.581689587533824,3.805931130507463,4.242366910979447,1.7965719396524527,2.048548254991937,1.1585690400590956,1.2845571977288377,-1.7499999999999996,4520.28965711948,13.315573770491802,6.100937357110197,5.214791952446274,105.57966846771542,10.633577208012662,0.0,11.91910913748767,0.0,0.0,0.0,16.135355815589374,0.0,0.0,0.0,11.600939890232516,38.112942673227685,16.75186041757285,0.0,0.0,29.207435302403745,10.818567211583044,10.633577208012662,0.0,19.88931522852921,5.316788604006331,29.288101587587764,0.0,0.0,15.950365812018994,5.687386274683562,0.0,11.600939890232516,17.96094996663563,0.0,10.818567211583044,13.847474399381248,24.26546827384644,5.022633313741326,0.0,0.0,83.79,0.0,0.0,0.0,17.96094996663563,5.022633313741326,5.687386274683562,0.0,24.26546827384644,13.847474399381248,15.950365812018994,22.41950710181556,0.0,5.748627498805018,0.0,24.016967761124956,0.7400434618291765,0.12216294336664757,7.1371538605494225,0.0,3.8461555854358886,0.0,0.2727272727272727,17,5,5,0,0,0,1,0,1,2,5,6,2,0,0,0,1,2.209039999999999,71.93550000000002
N=C(N)NC(=N)NCCc1ccccc1,7.341800831443688,-0.22943415637860065,7.341800831443688,0.05410289115646294,0.36084892647409667,205.26500000000001,190.14499999999998,205.13274547999998,80,0,0.19474454187147403,-0.3697980311649779,0.3697980311649779,0.19474454187147403,1.2,1.8666666666666667,2.466666666666667,2.2206525677231355,332.92580141684385,11.096011838247808,8.378315177510851,8.378315177510851,7.1815405503520555,4.656465518304319,4.656465518304319,3.076050389544939,3.076050389544939,1.817945275617642,1.817945275617642,1.1553777626126265,1.1553777626126265,-2.0399999999999996,2239.558798671799,11.037160493827162,5.6400962305513165,4.657834812595399,88.7014886398418,11.050456081168516,0.0,11.91910913748767,0.0,0.0,0.0,16.135355815589374,0.0,0.0,0.0,30.33183534230805,11.984273114623004,6.544756405912575,0.0,0.0,11.91910913748767,10.818567211583044,10.633577208012662,5.733667477162185,6.4208216229260096,6.544756405912575,35.89528683400505,0.0,0.0,16.367244685174846,0.0,0.0,0.0,18.463865543400246,6.4208216229260096,10.818567211583044,5.563451491696996,30.33183534230805,0.0,0.0,0.0,97.78,0.0,0.0,0.0,11.91910913748767,6.544756405912575,6.4208216229260096,5.563451491696996,0.0,30.33183534230805,10.633577208012662,16.55223468874523,0.0,0.0,0.0,19.428071764595032,6.276469086869519,-0.1753312652221377,9.992683837793866,0.836115835222978,0.6419907407407407,0.0,0.2,15,6,5,0,0,0,1,0,1,2,5,5,3,0,0,0,1,0.23654000000000086,60.92520000000002
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,9.741298159695976,0.26938108885529544,9.741298159695976,0.26938108885529544,0.9056709671480019,281.35900000000004,262.207,281.152812228,108,0,0.11715623962594243,-0.5078860212629387,0.5078860212629387,0.11715623962594243,1.1428571428571428,1.9523809523809523,2.619047619047619,1.9500928807175926,649.3397259653516,14.656489770562878,12.081763283576526,12.081763283576526,10.220346690612276,7.1267239143119765,7.1267239143119765,5.196737663260386,5.196737663260386,3.5384617111416636,3.5384617111416636,2.419898256186465,2.419898256186465,-2.4899999999999993,107291.65139844062,13.491100893571794,5.871997445683246,3.1599926743092435,124.30662883588238,15.323225729697514,11.585131619041174,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,23.762552697081826,31.18920547353706,23.985896023741308,13.08951281182515,5.106527394840706,17.210392335124393,0.0,5.316788604006331,4.992404732635669,6.923737199690624,24.534178948588206,54.09438803938988,0.0,5.749511833283905,10.216698334856808,11.374772549367124,5.749511833283905,0.0,30.576416398335702,0.0,6.923737199690624,5.563451491696996,53.523341280328545,0.0,0.0,0.0,47.86,0.0,5.106527394840706,0.0,5.749511833283905,6.544756405912575,30.299905146949545,5.563451491696996,12.13273413692322,12.13273413692322,46.39830854102954,0.0,0.0,0.0,6.616984756865708,13.039708102376752,3.2674017647182336,1.2544902158394227,15.676762067481313,0.0,4.477986426051902,0.0,0.23529411764705882,21,2,4,0,1,1,2,0,2,4,2,4,4,0,0,0,3,2.840420000000001,86.59650000000003
CN(C)CCN(Cc1cccs1)c1ccccn1,4.449595616024188,0.9330555555555555,4.449595616024188,0.9330555555555555,0.7967911857797698,261.394,242.24199999999996,261.129968608,96,0,0.12833110927204278,-0.3501949924771408,0.3501949924771408,0.12833110927204278,1.1111111111111112,2.0,2.611111111111111,2.0732034269229183,439.32736809121803,12.794682450997078,10.912661304850763,11.72915788577849,8.75402019542349,6.085919706374563,6.965572517629458,4.492131041865323,5.524376224227077,2.7172045254264185,3.578353767694206,1.7267767292275413,2.4462112893559826,-1.39,19544.866551256076,13.051388775220314,6.517817714017332,3.821877099038388,112.69288648930878,9.799819461700956,5.817862777835028,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,11.336785877934737,12.13273413692322,37.67450794120513,24.163503577139526,6.544756405912575,0.0,17.154648655769765,0.0,9.883888251797686,0.0,6.544756405912575,32.08476650803001,46.78588887808834,0.0,0.0,4.899909730850478,5.817862777835028,0.0,11.336785877934737,37.06874502897722,6.544756405912575,0.0,4.877147193701299,41.90874168438704,0.0,0.0,0.0,19.37,0.0,0.0,0.0,0.0,0.0,25.452131995572753,4.877147193701299,11.336785877934737,18.3295777085363,52.45830592385329,0.0,0.0,1.7971223072562357,10.348051776266061,2.1228977702191987,0.0,1.0488425925925928,10.347484174225247,1.853586545729403,2.9507766439909293,4.197904856386999,0.35714285714285715,18,0,3,0,0,0,0,2,2,4,0,4,6,0,0,0,2,2.7113000000000005,78.16000000000005
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,2.285446899092108,1.1161242603550297,2.285446899092108,1.1161242603550297,0.39283811960871146,258.4939999999999,220.18999999999994,258.30240205618,110,0,0.07799282789641779,-0.33091481901968084,0.33091481901968084,0.07799282789641779,0.3888888888888889,0.6111111111111112,0.8333333333333334,3.1289510097899575,164.25409123734883,14.071067811865479,13.965495002865394,13.965495002865394,8.207106781186548,7.815737105033424,7.815737105033424,7.856288889346924,7.856288889346924,3.4078685525167107,3.4078685525167107,2.232950267580313,2.232950267580313,-0.08,4124.074424553303,17.920000000000005,8.924941659118762,15.920000000000003,116.1529930573761,8.966061715389248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704038,25.683286491704038,0.0,55.37554470788828,8.966061715389248,0.0,0.0,0.0,0.0,51.36657298340809,55.37554470788828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.34160642327753,0.0,0.0,51.36657298340809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.966061715389248,64.45608579523325,0.0,0.0,42.286031896063136,0.0,2.2322485207100593,0.0,0.0,0.0,0.0,0.0,0.0,11.40923675140396,2.6458333333333335,13.712681394552648,1.0,18,0,2,0,0,0,0,0,0,0,0,2,11,0,0,0,0,3.5196000000000023,82.73480000000008
