ID,Class,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,Aff
ID_112,Transferase,13.64055988,-1.811124158,13.64055988,0.157661444,0.153630861,775.041,704.481,774.5142798,312,0,0.311176054,-0.458935944,0.458935944,0.311176054,1.054545455,1.745454545,2.418181818,1.59297402,1510.381951,40.82733369,34.75986102,34.75986102,25.77583768,20.2310454,20.2310454,17.24045437,17.24045437,12.06598719,12.06598719,8.752750927,8.752750927,-2.3,3.66431E+11,45.40266141,19.43101301,11.21694219,327.9069992,49.95992417,23.91294997,6.290026729,0,0,5.969305288,14.67842544,0,0,0,38.9703128,111.1009209,42.6741683,35.34755674,44.53776302,16.87223022,0,20.10058659,17.75371814,153.8175488,33.72961318,42.09213041,0,0,5.316788604,0,0,0,146.2149618,25.54988245,17.75371814,86.63663558,36.52867891,0,10.90292493,0,177.31,71.8589185,30.32717416,0,30.90535651,32.59984725,22.88719805,6.9237372,27.6949488,70.22877714,21.26704392,14.21058886,0,0,0,0,0,0,0,0,0,126.1666667,0.761904762,55,6,13,0,2,2,1,1,2,13,6,13,10,0,2,2,4,3.0738,211.9497,6.7
ID_113,Transferase,14.51883548,-1.934508484,14.51883548,0.092221947,0.117402735,936.198,854.55,935.5830877,376,0,0.318735098,-0.458935816,0.458935816,0.318735098,0.984848485,1.636363636,2.227272727,1.729909269,1747.499305,49.47359806,41.47020445,41.47020445,30.79002344,23.6141973,23.6141973,20.14408155,20.14408155,14.21435386,14.21435386,10.18635244,10.18635244,-3.03,4.36647E+13,55.56530691,23.51834439,13.60135116,391.7289342,69.48730164,30.01691636,12.58005346,0,0,12.0004198,9.694446915,4.794537184,5.261891555,0,20.7712116,118.4281652,56.85386236,53.16854602,63.54288907,17.68780607,5.261891555,15.11660807,17.75371814,191.6400988,46.15619933,29.82891977,0,6.069221313,10.63357721,10.48192346,0,0,178.4709056,33.21571491,29.08483101,106.9049316,24.26546827,0,0,0,245,101.9890433,35.12171134,0,43.87093454,37.18199382,0,14.03353474,72.73162867,43.81185914,10.63357721,33.68306928,0,0,0,0,0,0,0,0,0,158.9166667,0.8125,66,7,18,0,3,3,1,0,1,16,7,18,12,0,3,3,4,3.35438,245.9174,6.703333333
ID_114,Transferase,14.53264977,-1.883731574,14.53264977,0.11174606,0.088091326,1006.152,924.504,1004.475507,374,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.984615385,1.630769231,2.230769231,1.739167948,1664.797383,48.76649128,40.90095533,43.30344845,30.25201864,23.32957274,24.5308193,19.9618209,21.28574472,14.04457591,14.81964106,10.09147759,10.57572355,-1.62,2.54695E+13,55.97169766,23.79584623,14.23884904,401.0362181,69.48730164,30.01691636,17.69249034,0,0,5.969305288,9.694446915,0,0,0,36.7011555,130.6460386,61.32658188,41.53587322,58.74835188,44.91694579,0,15.11660807,17.75371814,191.6400988,46.15619933,28.73818779,0,0,10.63357721,5.687386275,0,28.14781734,177.552228,33.21571491,17.75371814,101.3414801,28.73818779,0,0,0,204.14,95.95792882,30.32717416,0,37.32617813,37.58834935,10.16010579,14.03353474,34.618686,70.95567077,31.46343084,40.63905117,0,5.565200153,0,0,0,0,0,0,0.955100283,139.8630069,0.829787234,65,7,16,0,3,3,1,0,1,15,7,18,12,0,3,3,4,4.4101,256.1044,6.703333333
ID_115,Transferase,14.5430722,-1.889994595,14.5430722,0.109251293,0.085433531,957.282,872.61,956.5755597,380,0,0.311188426,-0.496765888,0.496765888,0.311188426,0.954545455,1.606060606,2.196969697,1.72740964,1676.855869,49.47359806,41.93123915,42.74773573,30.79002344,23.75296294,24.16121123,20.18342942,20.59167771,14.29037277,14.53677241,10.23260766,10.45252086,-2.3,4.36647E+13,56.28891094,24.01306256,13.94057707,398.6471579,74.22416459,35.7664282,17.69249034,0,0,5.969305288,9.694446915,0,0,0,20.7712116,130.6460386,56.85386236,48.64567076,63.48521483,28.98700189,0,15.11660807,17.75371814,191.6400988,53.26599687,24.26546827,0,5.749511833,15.37044016,5.687386275,5.749511833,12.21787344,184.6620255,33.21571491,17.75371814,101.3414801,24.26546827,0,0,0,213.37,95.95792882,30.32717416,0,37.32617813,37.58834935,11.43689811,14.03353474,41.72848354,70.95567077,15.53348694,45.37591412,0,5.574057535,0,0,0,0,0,0,0,147.0092758,0.833333333,66,7,17,0,3,3,1,0,1,16,7,18,13,0,3,3,4,3.6562,254.9564,6.703333333
ID_116,Transferase,14.58765443,-1.933476311,14.58765443,0.094607935,0.091352832,1017.312,928.608,1016.629703,408,0,0.31873512,-0.488914737,0.488914737,0.31873512,0.902777778,1.569444444,2.194444444,1.409345154,1979.812583,53.29358901,45.02509727,45.02509727,33.80766153,25.89762678,25.89762678,21.75357897,21.75357897,15.30299729,15.30299729,10.93365222,10.93365222,-3.5,1.10346E+15,59.37752675,25.83034072,15.09033388,427.5069939,74.22416459,42.37331016,12.58005346,0,0,12.0004198,9.694446915,4.794537184,0,0,51.10304694,123.9916167,56.85386236,41.53587322,68.27975202,17.68780607,0,15.11660807,17.75371814,198.2469807,46.15619933,60.16075511,0,5.749511833,15.37044016,10.48192346,5.749511833,0,178.4709056,39.82259687,17.75371814,106.9049316,54.59730362,0,0,0,230.44,101.9890433,35.12171134,0,43.87093454,43.97493613,5.563451492,14.03353474,72.73162867,68.07447317,10.63357721,33.15804068,0,0,0,0,0,0,0,0,0,167.0833333,0.740740741,72,7,18,0,3,3,2,0,2,16,7,18,15,0,3,3,5,5.0617,271.9764,6.71
ID_117,Transferase,14.63432759,-1.938913799,14.63432759,0.097270969,0.109279285,994.347,906.651,993.6071942,394,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.985507246,1.652173913,2.260869565,1.778570361,1792.35142,51.5949184,43.61608866,44.43258524,32.30686019,25.01668281,25.4249311,21.08316351,21.46986184,15.00541814,15.40795459,10.71816016,11.00279642,-2.61,1.94169E+14,58.95648303,25.86027278,15.22047533,417.2309902,69.07042276,30.01691636,17.69249034,0,0,5.969305288,9.694446915,0,5.261891555,0,51.10304694,111.9440218,64.2559889,54.02591615,58.74835188,23.29961562,5.261891555,20.0165178,17.75371814,198.0609204,53.92892354,35.89528683,0,6.069221313,5.316788604,0,0,12.21787344,195.5416505,39.63653653,29.08483101,106.9049316,30.33183534,0,0,0,219.14,95.95792882,35.58906571,0,43.74699975,44.25704054,11.98427311,14.03353474,34.618686,74.68912316,23.51874405,40.63905117,0,5.880056738,0,0,0,0,0,0,0,154.0366099,0.823529412,69,6,17,0,3,3,1,0,1,16,6,18,15,0,3,3,4,3.60378,265.6717,6.716666667
ID_118,Chaperone,14.54249602,-1.87572025,14.54249602,0.114795584,0.081208094,955.31,868.622,954.5962952,380,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.939393939,1.590909091,2.212121212,1.700335183,1646.316494,49.31046135,42.01455469,42.83105127,30.85817179,24.18701368,24.59526197,20.49230313,20.90055143,14.48454256,14.7732177,10.41051296,10.61463711,-2.1,4.77313E+13,56.48718253,24.63992379,14.48350835,399.8985548,69.48730164,30.01691636,17.69249034,0,0,5.969305288,9.694446915,0,0,0,51.10304694,118.3648435,57.71123249,41.53587322,58.74835188,23.29961562,0,20.43339667,17.75371814,198.0609204,47.38416713,35.89528683,0,0,10.63357721,0,0,12.21787344,184.0969844,39.63653653,17.75371814,106.9049316,30.33183534,0,0,0,204.14,95.95792882,30.32717416,0,37.32617813,44.13310575,6.420821623,19.59698623,34.618686,64.8893037,27.66622108,40.63905117,0,5.577460549,0,0,0,0,0,0,0,144.8392061,0.836734694,66,7,16,0,3,3,1,0,1,15,7,17,14,0,3,3,4,3.3678,256.4884,6.716666667
ID_119,Chaperone,14.59366286,-1.929499005,14.59366286,0.097266647,0.101978487,987.286,900.598,986.6191388,396,0,0.318755542,-0.458935816,0.458935816,0.318755542,0.9,1.557142857,2.2,1.470325775,1960.033489,51.87937545,43.9097422,43.9097422,32.84133503,25.30725717,25.30725717,21.36653707,21.36653707,15.20254419,15.20254419,11.01103302,11.01103302,-3.3,4.32579E+14,57.59937161,24.6163669,13.84571108,416.0285066,69.48730164,30.01691636,12.58005346,0,0,12.0004198,9.694446915,4.794537184,0,0,69.30214815,105.7925155,56.72992758,47.22325949,63.54288907,17.68780607,0,15.11660807,17.75371814,191.6400988,46.15619933,54.59730362,0,11.12690298,10.63357721,10.48192346,0,0,178.4709056,33.21571491,17.75371814,101.3414801,54.59730362,0,11.12690298,0,221.21,95.95792882,35.12171134,0,49.90204905,31.61854233,11.12690298,14.03353474,41.5424232,99.26367864,10.63357721,28.42117772,0,0,0,0,0,0,0,0,0,162.0833333,0.735849057,70,7,17,0,3,3,2,0,2,15,7,17,13,0,3,3,5,5.1497,266.6384,6.716666667
ID_120,Chaperone,14.19620904,-1.263279468,14.19620904,0.006878115,0.325855423,842.088,770.52,841.5200935,336,0,0.333684054,-0.460181086,0.460181086,0.333684054,0.766666667,1.35,1.916666667,2.658874949,1670.020954,45.59276469,38.02068426,38.02068426,28.10367604,21.29057727,21.29057727,16.68285207,16.68285207,12.1463397,12.1463397,6.933293776,6.933293776,-4.79,2.36637E+12,51.35105743,23.85661887,13.88397646,356.4999157,39.9135597,30.2713297,6.103966388,23.62871892,5.907179729,11.93861058,23.97268592,9.589074368,0,0,97.71565909,51.01211843,44.97275419,12.64872279,48.14201359,41.47450922,0,25.3333064,23.67162418,143.8207426,27.68777235,47.54441147,0,0,10.63357721,0,0,0,131.4478006,49.45630782,23.67162418,100.48411,41.98095998,0,0,0,191.96,102.3343402,38.66828768,0,30.25055987,19.26246487,5.563451492,62.68997685,32.90394574,45.89405,10.63357721,9.473725908,0,0,0,0,0,0,0,0,0,149.6666667,0.666666667,60,3,15,0,1,1,1,0,1,10,3,15,8,0,0,0,2,3.6598,227.7782,6.72
ID_121,Chaperone,14.5389491,-1.902406076,14.5389491,0.103846293,0.084107517,996.146,915.506,994.4870504,380,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.984848485,1.651515152,2.257575758,1.734425118,1735.883904,49.63673476,41.20156953,43.52992401,30.66270224,23.43522164,24.59939888,20.08381584,21.30646439,14.1199553,15.10538422,10.13214092,10.6501453,-1.52,3.70621E+13,57.062227,24.06345831,14.08650835,407.775203,69.48730164,30.01691636,17.69249034,0,0,5.969305288,9.694446915,0,0,0,43.97309138,124.5796715,56.85386236,51.58113985,58.74835188,52.18888167,0,15.11660807,17.75371814,191.6400988,46.15619933,28.24436783,0,0,10.63357721,5.687386275,0,35.41975322,177.552228,33.21571491,17.75371814,101.3414801,18.19910121,10.04526663,0,0,204.14,95.95792882,30.32717416,0,37.32617813,53.32100225,0,14.03353474,52.8177872,46.69020249,15.53348694,63.84093095,0,17.81703551,0,0,0,0,0,0,0,137.1551867,0.829787234,66,7,16,0,3,3,1,0,1,15,7,19,12,0,3,3,4,4.9544,258.4244,6.75
ID_122,Chaperone,14.61115489,-1.978819736,14.61115489,0.068442365,0.127781851,1033.142,949.478,1031.536443,400,0,0.321417082,-0.458935816,0.458935816,0.321417082,1,1.671428571,2.271428571,1.775403377,1895.234241,52.6282986,43.51021029,45.02206818,32.61139064,24.76489077,25.52081972,21.02350987,21.86714578,14.86165423,15.40946034,10.64852577,11.10426526,-2.45,2.41771E+14,60.10733,25.66711028,14.86504216,425.2753224,69.07042276,30.01691636,12.58005346,0,0,12.0004198,9.694446915,4.794537184,5.261891555,0,43.97309138,112.3617981,62.73386581,64.73593574,63.54288907,40.88968586,5.261891555,14.69972919,17.75371814,198.0609204,52.70095573,28.24436783,0,6.069221313,5.316788604,10.48192346,0,23.20187978,189.9155717,33.21571491,29.08483101,107.7623017,18.19910121,10.04526663,0,0,236.21,101.9890433,40.3836029,0,68.40390229,30.09641924,0,24.99981154,60.59889453,37.74263783,11.38600992,51.6230575,0,12.44205532,0,0,0,0,0,0,0,156.8635002,0.82,70,6,18,0,3,3,1,0,1,16,6,20,14,0,3,3,4,5.41558,265.0227,6.75
ID_123,Chaperone,14.51401569,-1.97715731,14.51401569,0.041744265,0.068327887,981.226,901.594,980.5367296,386,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.970149254,1.626865672,2.23880597,1.734215794,1789.200712,50.50697825,41.50218374,42.31868032,31.09022259,23.54685361,23.9551019,20.17783845,20.58608674,14.22587019,14.47226983,10.17191384,10.38393252,-2.31,5.65906E+13,57.27045332,23.73621575,13.76652733,399.6652768,69.48730164,30.01691636,35.14415287,0,0,5.969305288,9.694446915,13.17124514,0,0,20.7712116,118.5133045,51.16647609,47.22325949,71.91959702,28.98700189,0,15.11660807,17.75371814,191.6400988,46.15619933,29.58439666,0,0,10.63357721,18.85863142,0,12.21787344,177.552228,33.21571491,35.20538066,101.3414801,12.13273414,0,0,0,204.14,113.4095913,43.4984193,0,61.2155141,19.38639965,12.13273414,14.03353474,48.4661604,37.74263783,10.63357721,40.63905117,0,5.296955751,0,0,0,0,0,0,41.71789969,123.4018112,0.829787234,67,7,16,0,3,3,1,0,1,15,7,20,12,0,3,3,4,4.0649,248.2784,6.753333333
ID_124,Chaperone,14.55904958,-1.827017876,14.55904958,0.049163025,0.091895419,1018.344,926.616,1017.661338,410,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.944444444,1.652777778,2.333333333,1.389262154,2007.506534,53.29358901,45.70726003,45.70726003,33.84133503,26.35465884,26.35465884,22.11942447,22.11942447,15.68068273,15.68068273,11.23301286,11.23301286,-3.11,1.1056E+15,59.76293277,26.09551153,14.83975978,428.6518048,74.01754693,30.01691636,12.58005346,5.907179729,0,5.969305288,14.57305289,0,0,0,38.9703128,119.7639246,81.46463373,47.05257394,63.17322462,28.46679622,0,20.10058659,17.75371814,204.481742,59.81075328,36.52867891,0,0,10.63357721,5.687386275,0,0,191.8789759,42.74711504,17.75371814,114.1831234,36.52867891,0,10.90292493,0,223.1,95.95792882,30.01518395,0,49.84023983,45.31755571,16.59031121,14.03353474,40.81552957,84.06970982,20.51746546,33.15804068,0,0,0,0,0,0,0,0,0,163.0833333,0.796296296,72,6,18,0,3,3,1,1,2,17,6,18,17,0,3,3,5,4.8718,275.0056,6.765
ID_125,DNA,14.56731244,-1.923235984,14.56731244,0.099244884,0.113903067,961.248,876.576,960.6034887,386,0,0.318755542,-0.458935816,0.458935816,0.318755542,0.926470588,1.602941176,2.264705882,1.481921987,1933.921337,50.46516189,42.75504166,42.75504166,31.84133503,24.6405905,24.6405905,20.98163689,20.98163689,14.98032197,14.98032197,10.8838844,10.8838844,-3.04,1.58498E+14,55.88154704,23.4587762,13.07570837,403.6530769,69.48730164,30.01691636,12.58005346,0,0,12.0004198,9.694446915,4.794537184,0,0,57.16941401,105.6152882,56.5527003,47.22325949,63.54288907,28.4602545,0,15.11660807,17.75371814,191.6400988,46.15619933,42.46456948,0,0,10.63357721,10.48192346,0,0,178.4709056,33.21571491,17.75371814,101.3414801,42.46456948,0,10.77244843,0,221.21,95.95792882,35.12171134,0,43.35729264,38.16329874,10.77244843,14.03353474,41.5424232,87.13094451,10.63357721,28.42117772,0,0,0,0,0,0,0,0,0,158.0833333,0.764705882,68,7,17,0,3,3,2,0,2,15,7,17,12,0,3,3,5,4.6359,258.7084,6.77
ID_126,DNA,14.53164219,-1.877024893,14.53164219,0.114228808,0.086162909,941.283,856.611,940.5806451,374,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.953846154,1.615384615,2.230769231,1.724858776,1629.250703,48.60335457,41.30744791,42.12394449,30.35817179,23.68701368,24.09526197,20.16907983,20.57732812,14.23837992,14.52705505,10.22366946,10.39790032,-2.1,2.96271E+13,55.49592752,23.95299648,14.23703055,393.5336127,69.48730164,30.01691636,17.69249034,0,0,5.969305288,9.694446915,0,0,0,51.10304694,111.9440218,57.71123249,41.53587322,58.74835188,23.29961562,0,20.43339667,17.75371814,198.1848552,40.83941072,35.89528683,0,0,10.63357721,0,0,12.21787344,177.552228,39.76047131,17.75371814,106.9049316,30.33183534,0,0,0,204.14,95.95792882,30.32717416,0,37.32617813,44.13310575,5.563451492,14.03353474,34.618686,77.02203784,15.53348694,40.63905117,0,5.561213121,0,0,0,0,0,0,0,143.3554535,0.833333333,65,7,16,0,3,3,1,0,1,15,7,17,13,0,3,3,4,3.3253,251.6214,6.773333333
ID_127,Hydrolase,14.56497558,-1.86365487,14.56497558,0.118849621,0.124159039,933.238,848.566,932.6085741,376,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.954545455,1.651515152,2.318181818,1.499046364,1833.165553,48.88781162,41.92376348,41.92376348,30.94748818,24.25337036,24.25337036,20.73802851,20.73802851,14.88849948,14.88849948,10.83833228,10.83833228,-2.42,6.79716E+13,54.51992708,22.99844701,12.66529601,393.1613406,64.17051303,30.01691636,12.58005346,0,0,5.969305288,14.67842544,0,0,0,38.9703128,124.9483953,56.20478747,47.05257394,58.74835188,16.87223022,0,20.10058659,17.75371814,198.1848552,40.83941072,42.09213041,0,0,5.316788604,0,0,0,177.4237696,39.76047131,17.75371814,106.9049316,36.52867891,0,10.90292493,0,205,95.95792882,30.32717416,0,37.32617813,39.02066887,16.46637642,14.03353474,34.618686,77.15251434,21.26704392,28.42117772,0,0,0,0,0,0,0,0,0,149.4166667,0.8,66,6,16,0,3,3,1,1,2,16,6,16,13,0,3,3,5,3.999,251.1887,6.78
ID_128,Hydrolase,14.53020004,-1.932741081,14.53020004,0.101109165,0.109267651,938.254,850.558,937.6238898,380,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.939393939,1.606060606,2.227272727,1.708794605,1637.403413,49.31046135,42.22166147,42.22166147,30.85817179,24.43701368,24.43701368,20.76313202,20.76313202,14.71812537,14.71812537,10.55904968,10.55904968,-2.32,4.79748E+13,56.26908434,24.48834506,14.37815514,394.5163766,64.17051303,30.01691636,12.58005346,5.907179729,0,5.969305288,14.4889841,0,0,0,51.10304694,112.5677916,57.58729771,41.53587322,63.54288907,11.87648502,0,15.11660807,17.75371814,210.9025636,40.83941072,35.89528683,0,0,5.316788604,0,0,0,178.3469708,44.43107371,17.75371814,119.7465748,30.33183534,0,0,0,209.18,95.95792882,35.12171134,0,56.19893589,19.51033443,19.26246487,19.59698623,48.4661604,55.94173903,17.44952274,28.42117772,0,0,0,0,0,0,0,0,0,152.75,0.84,66,6,16,0,3,3,1,0,1,15,6,16,15,0,3,3,4,3.8001,250.1287,6.79
ID_129,Hydrolase,13.64002169,-1.812444177,13.64002169,0.159396981,0.153630861,775.041,704.481,774.5142798,312,0,0.311176054,-0.458935944,0.458935944,0.311176054,1.018181818,1.709090909,2.381818182,1.59297402,1510.381951,40.82733369,34.75986102,34.75986102,25.77583768,20.24111151,20.24111151,17.19947716,17.19947716,12.05196333,12.05196333,8.729891332,8.729891332,-2.3,3.66431E+11,45.40266141,19.43101301,11.21694219,327.9069992,49.95992417,23.91294997,6.290026729,0,0,5.969305288,14.67842544,0,0,0,45.03667987,105.5374695,36.47732473,41.04148473,44.53776302,16.87223022,0,20.10058659,17.75371814,153.8175488,33.72961318,42.09213041,0,0,5.316788604,0,0,0,146.2149618,25.54988245,17.75371814,86.76711208,36.39820241,0,10.90292493,0,177.31,71.8589185,30.32717416,0,30.90535651,32.59984725,23.01767455,6.9237372,27.6949488,70.09830064,16.2830654,19.19456738,0,0,0,0,0,0,0,0,0,126.1666667,0.761904762,55,6,13,0,2,2,1,1,2,13,6,13,10,0,2,2,4,3.0738,211.9497,6.79
ID_130,Hydrolase,14.51772053,-1.913731574,14.51772053,0.101761621,0.117186234,925.215,840.543,924.6034887,374,0,0.31873509,-0.458935816,0.458935816,0.31873509,0.953846154,1.6,2.2,1.739167948,1652.698693,48.76649128,41.52299086,41.52299086,30.25201864,23.6405905,23.6405905,20.32095328,20.32095328,14.25192108,14.25192108,10.19515018,10.19515018,-2.52,2.54695E+13,55.07967855,23.18789601,13.81423242,387.3363545,69.48730164,30.01691636,12.58005346,0,0,12.0004198,9.694446915,4.794537184,0,0,38.46739723,113.2191682,56.85386236,41.53587322,63.54288907,17.68780607,0,15.11660807,17.75371814,198.563836,46.15619933,29.82891977,0,0,10.63357721,10.48192346,0,0,178.4709056,33.21571491,24.67745534,106.9049316,24.26546827,0,0,0,221.21,95.95792882,35.12171134,0,43.35729264,38.16329874,5.563451492,14.03353474,41.5424232,75.8555805,10.63357721,28.42117772,0,0,0,0,0,0,0,0,0,152.4166667,0.833333333,65,7,17,0,3,3,1,0,1,15,7,17,12,0,3,3,4,3.79112,245.9394,6.796666667
ID_131,Hydrolase,14.54233585,-1.909168827,14.54233585,0.01499062,0.101794852,947.306,852.554,946.6817391,388,0,0.314702121,-0.458935816,0.458935816,0.314702121,0.939393939,1.560606061,2.121212121,2.10306027,1528.092875,50.49047039,43.92069656,43.92069656,30.19408709,24.52633008,24.52633008,23.07624822,23.07624822,14.36667684,14.36667684,11.10452132,11.10452132,-1.74,1.54689E+13,58.57283343,23.44962184,15.37866988,396.8338551,69.48730164,30.01691636,12.58005346,0,0,12.0004198,9.694446915,4.794537184,0,0,41.5424232,119.8459834,56.70540134,41.53587322,63.54288907,12.0004198,0,20.43339667,23.16870861,238.2185316,40.83941072,0,0,0,10.63357721,4.794537184,0,0,184.0098309,33.21571491,23.16870861,142.3809877,0,0,0,0,221.21,101.4968541,35.12171134,0,48.77228311,32.47591246,6.420821623,14.03353474,34.618686,65.43758663,31.40478881,28.42117772,0,0,0,0,0,0,0,0,0,153.0833333,0.959183673,66,7,17,0,3,3,0,0,0,15,7,17,13,0,3,3,3,4.175,252.4244,6.806666667
ID_132,Hydrolase,14.53472733,-1.880398241,14.53472733,0.113295647,0.090099594,941.283,856.611,940.5806451,374,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.969230769,1.615384615,2.215384615,1.739167948,1657.784859,48.76649128,41.52299086,42.33948744,30.25201864,23.6405905,24.04883879,20.32095328,20.72920157,14.25192108,14.49832072,10.19515018,10.41506338,-2.1,2.54695E+13,55.49592752,23.47105716,14.01176464,393.5336127,69.48730164,30.01691636,17.69249034,0,0,5.969305288,9.694446915,0,0,0,38.46739723,125.4370417,56.85386236,41.53587322,58.74835188,28.98700189,0,15.11660807,17.75371814,198.563836,46.15619933,29.82891977,0,0,10.63357721,5.687386275,0,12.21787344,177.552228,33.21571491,24.67745534,106.9049316,24.26546827,0,0,0,204.14,95.95792882,30.32717416,0,37.32617813,37.58834935,11.25083777,14.03353474,34.618686,77.87940797,15.53348694,40.63905117,0,5.576918903,0,0,0,0,0,0,0,143.5064144,0.833333333,65,7,16,0,3,3,1,0,1,15,7,17,12,0,3,3,4,3.95602,253.1414,6.806666667
ID_133,Hydrolase,14.60466123,-1.900142977,14.60466123,0.10614196,0.069180457,1033.38,944.676,1032.60686,408,0,0.311188426,-0.488914737,0.488914737,0.311188426,0.916666667,1.583333333,2.208333333,1.409345154,1985.009836,53.29358901,45.02509727,45.84159385,33.80766153,25.89762678,26.30587507,21.75357897,22.16182726,15.30299729,15.54939693,10.93365222,11.15356542,-3.08,1.10346E+15,59.79258138,26.11594038,15.28747757,433.7042521,74.22416459,42.37331016,17.69249034,0,0,5.969305288,9.694446915,0,0,0,51.10304694,136.2094901,56.85386236,41.53587322,63.48521483,28.98700189,0,15.11660807,17.75371814,198.2469807,46.15619933,60.16075511,0,5.749511833,15.37044016,5.687386275,5.749511833,12.21787344,177.552228,39.82259687,17.75371814,106.9049316,54.59730362,0,0,0,213.37,95.95792882,30.32717416,0,37.32617813,44.19523131,17.0003496,14.03353474,34.618686,101.2875061,15.53348694,45.37591412,0,5.660788665,0,0,0,0,0,0,0,158.0892113,0.740740741,72,7,17,0,3,3,2,0,2,16,7,18,15,0,3,3,5,5.2266,279.1784,6.816666667
ID_134,Hydrolase,14.61962627,-1.918115502,14.61962627,0.100899236,0.108294348,994.347,906.651,993.6071942,394,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.985507246,1.652173913,2.260869565,1.759287218,1792.35142,51.5949184,43.61608866,44.43258524,32.30686019,25.01668281,25.4249311,21.1134936,21.50019193,14.97548326,15.37801972,10.74875438,11.00349735,-2.61,1.95108E+14,58.95648303,25.86027278,15.22047533,417.2309902,69.07042276,30.01691636,17.69249034,0,0,5.969305288,9.694446915,0,5.261891555,0,51.10304694,111.9440218,64.2559889,54.02591615,58.74835188,23.29961562,5.261891555,20.0165178,17.75371814,204.6056768,47.38416713,35.89528683,0,6.069221313,5.316788604,0,0,12.21787344,188.9968941,39.76047131,29.08483101,113.3257532,30.33183534,0,0,0,219.14,95.95792882,35.58906571,0,43.74699975,50.67786216,5.563451492,14.03353474,34.618686,81.92194757,16.28591965,40.63905117,0,5.82364037,0,0,0,0,0,0,0,154.0930263,0.823529412,69,6,17,0,3,3,1,0,1,16,6,18,15,0,3,3,4,3.95138,265.4217,6.816666667
ID_135,Hydrolase,14.49916701,-1.97286463,14.49916701,0.064186699,0.11722907,947.168,866.528,946.5689951,380,0,0.318736715,-0.458935816,0.458935816,0.318736715,0.96969697,1.636363636,2.242424242,1.734425118,1730.797738,49.63673476,41.20156953,41.20156953,30.66270224,23.43522164,23.43522164,20.08381584,20.08381584,14.1199553,14.1199553,10.13214092,10.13214092,-2.66,3.70621E+13,55.93204785,23.29732981,13.55908282,389.3024832,69.48730164,30.01691636,24.21449514,0,0,12.0004198,9.694446915,13.57536728,0,0,20.7712116,106.295431,62.92022943,41.53587322,72.32371916,17.68780607,0,15.11660807,17.75371814,191.6400988,46.15619933,29.83354289,0,0,10.63357721,19.26275355,0,0,178.4709056,33.21571491,29.38815982,101.3414801,18.19910121,0,0,0,221.21,113.623485,43.90254144,0,62.64783362,12.84164325,12.13273414,20.09990181,48.4661604,37.74263783,10.63357721,28.42117772,0,0,0,0,0,0,0,0,27.19408485,138.8892485,0.829787234,66,7,17,0,3,3,1,0,1,15,7,19,12,0,3,3,4,3.7609,241.1184,6.82
