Id,ChEMBL_IDs,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,Aff
1,CHEMBL532,14.07322487,-1.994405755,14.07322487,0.093554949,0.237872506,733.937,666.401,733.4612412,298,0,0.31118842,-0.458936581,0.458936581,0.31118842,0.882352941,1.490196078,2.039215686,2.183066335,1167.298166,38.96337266,32.93794906,32.93794906,23.4255188,18.49411747,18.49411747,16.47185399,16.47185399,11.82155304,11.82155304,8.410333559,8.410333559,-1.3,26903252120,44.09945527,17.01447879,9.506326969,303.5949917,58.85372443,29.69619492,12.58005346,0,0,5.969305288,9.589074368,0,0,0,27.6949488,74.90023203,37.32617813,47.63983961,63.54288907,11.75255023,0,4.899909731,23.67162418,179.1774363,21.20514151,0,0,0,0,0,0,0,147.6470163,38.01025209,23.67162418,94.92065849,0,0,0,0,193.91,107.535145,35.12171134,0,31.40827209,6.420821623,0,27.88100914,41.5424232,25.9189909,0,28.42117772,0,0,0,0,0,0,0,0,0,126.0833333,0.945945946,51,5,14,0,3,3,0,0,0,14,5,14,7,0,3,3,3,1.7856,186.258,4.666
2,CHEMBL1682729,14.51596493,-1.9273114,14.51596493,0.09626933,0.117602916,930.191,846.527,929.5936523,376,0,0.31888764,-0.458935816,0.458935816,0.31888764,0.984615385,1.646153846,2.230769231,1.747040917,1662.23552,48.92962798,41.56905167,41.56905167,30.17953899,23.42952843,23.42952843,20.15409848,20.15409848,14.21438697,14.21438697,10.20213094,10.20213094,-2.53,2.61876E+13,55.06976844,22.71741514,13.17211889,385.6666302,74.01039657,41.39823063,18.34030088,0,0,12.0004198,9.694446915,4.794537184,0,0,25.92787486,108.0101713,51.16647609,41.53587322,68.065984,17.68780607,0,20.27327132,17.75371814,205.4875732,46.15619933,11.45417541,0,0,10.63357721,10.48192346,0,0,183.6275689,33.21571491,31.60119254,112.7956555,4.523094937,0,0,0,247.24,101.9890433,35.12171134,0,43.87093454,43.07271775,0,14.03353474,62.3136348,37.74263783,15.79024047,32.94427266,0,0,0,0,0,0,0,0,5.157540242,149.4257931,0.891304348,65,7,19,0,3,3,0,1,1,17,7,19,12,0,3,3,4,3.08754,240.7374,4.89
3,CHEMBL1682730,14.4629727,-1.872935003,14.4629727,0.113963342,0.061379891,913.657,832.009,912.5260227,358,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.983606557,1.62295082,2.213114754,2.150470651,1372.038654,46.19757718,39.00576781,40.57819334,28.3405337,22.19003793,23.13280871,18.94568681,19.73189957,13.32253388,13.80019125,9.606243717,9.90485898,-1.03,3.04395E+12,54.30418649,23.42854702,13.98861079,375.1447268,69.48730164,30.01691636,17.69249034,0,0,5.969305288,9.694446915,0,0,11.60093989,20.7712116,106.3805703,63.59123594,41.53587322,58.74835188,34.90055551,0,20.43339667,17.75371814,191.6400988,53.26417058,0,0,0,10.63357721,0,0,23.81881333,189.9769878,33.21571491,17.75371814,101.3414801,0,0,0,0,204.14,95.95792882,30.32717416,0,37.32617813,50.0131092,0,14.03353474,34.618686,46.69020249,15.53348694,52.23999106,0,11.17245459,0,0,0,0,0,0,0,131.6886565,0.953488372,61,7,16,0,3,3,0,0,0,15,7,18,13,0,3,3,3,2.3639,237.0624,4.89
4,CHEMBL3392931,14.07322487,-1.994405755,14.07322487,0.093554949,0.237872506,733.937,666.401,733.4612412,298,0,0.31118842,-0.458936581,0.458936581,0.31118842,0.882352941,1.490196078,2.039215686,2.183066335,1167.298166,38.96337266,32.93794906,32.93794906,23.4255188,18.49411747,18.49411747,16.47185399,16.47185399,11.82155304,11.82155304,8.410333559,8.410333559,-1.3,26903252120,44.09945527,17.01447879,9.506326969,303.5949917,58.85372443,29.69619492,12.58005346,0,0,5.969305288,9.589074368,0,0,0,27.6949488,74.90023203,37.32617813,47.63983961,63.54288907,11.75255023,0,4.899909731,23.67162418,179.1774363,21.20514151,0,0,0,0,0,0,0,147.6470163,38.01025209,23.67162418,94.92065849,0,0,0,0,193.91,107.535145,35.12171134,0,31.40827209,6.420821623,0,27.88100914,41.5424232,25.9189909,0,28.42117772,0,0,0,0,0,0,0,0,0,126.0833333,0.945945946,51,5,14,0,3,3,0,0,0,14,5,14,7,0,3,3,3,1.7856,186.258,5
5,CHEMBL1081114,13.01708173,-0.670540045,13.01708173,0.008546889,0.16046112,570.362,536.09,568.0823838,176,0,0.338205647,-0.507662975,0.507662975,0.338205647,1.09375,1.8125,2.53125,1.78005453,955.1453104,23.47432702,19.63462972,22.80662279,14.85464493,11.55881252,13.39016358,10.82529375,13.03593003,8.000164341,11.02892372,5.413892691,6.428427217,-0.85,12136986.66,24.28014455,8.423128014,4.437339795,207.9410904,14.5802533,11.35056264,0,0,0,5.969305288,0,4.794537184,0,0,49.92983406,89.98243123,10.24216454,22.09564276,19.37479049,37.82919308,0,0,5.414990469,100.1040319,0,40.47221325,0,5.749511833,0,0,5.749511833,31.8598878,38.03624883,15.89454753,5.414990469,82.64423428,29.34531027,0,0,0,59.06,5.601050811,9.901064579,0,33.66599886,16.81144718,37.66755961,11.14620906,18.19910121,13.8474744,52.63109939,9.473725908,0,0,0,0,0,0,0,0,0,60.48059538,0.653846154,32,1,4,1,2,3,1,0,1,4,1,6,0,0,1,1,4,6.8551,133.9053,5.08
6,CHEMBL1682724,14.43401662,-1.892810907,14.43401662,0.107572053,0.110235736,863.144,780.488,862.5878387,352,0,0.31428049,-0.458935816,0.458935816,0.31428049,0.95,1.6,2.183333333,2.167340571,1343.461464,45.49047039,38.92069656,38.92069656,27.8405337,22.12988347,22.12988347,18.86025797,18.86025797,13.27981946,13.27981946,9.606024252,9.606024252,-1.74,1.85266E+12,52.60353293,22.24642045,12.9319572,358.6442024,69.48730164,30.01691636,12.58005346,0,0,12.0004198,9.694446915,4.794537184,0,0,20.7712116,101.0864341,57.71123249,41.53587322,63.54288907,12.0004198,0,20.43339667,17.75371814,198.563836,47.38416713,0,0,0,10.63357721,4.794537184,0,0,185.015662,33.21571491,17.75371814,108.2652173,0,0,0,0,221.21,95.95792882,35.12171134,0,43.35729264,39.02066887,0,14.03353474,41.5424232,51.59011223,10.63357721,28.42117772,0,0,0,0,0,0,0,0,0,142.5833333,0.953488372,60,7,17,0,3,3,0,0,0,15,7,17,12,0,3,3,3,1.9801,224.8144,5.14
7,CHEMBL414883,12.4904343,-0.802332294,12.4904343,0.034818673,0.542436823,364.781,347.645,364.0713659,132,0,0.342036214,-0.506895471,0.506895471,0.342036214,1.2,1.96,2.72,2.014635303,782.2612361,18.13746372,13.43840054,14.19432949,11.8630811,7.839320751,8.217285224,6.060238648,6.438203121,4.064544688,4.486290798,2.779774686,2.995635588,-2.31,539079.9763,17.51101903,6.89739519,3.857476033,148.8617085,19.6867807,29.27040793,5.783244946,0,0,5.969305288,4.794537184,4.794537184,0,0,29.82900021,12.99975731,24.47146181,11.1265997,29.27585507,23.35349012,0,0,0,38.07727961,0,46.51998379,0,11.49902367,0,0,11.49902367,11.60093989,40.27750419,20.68908471,0,29.26599899,30.3704475,5.022633314,0,0,96.36,23.57229534,19.80212916,0,40.56153564,6.420821623,6.066367068,6.076020107,19.07577741,6.076020107,0,21.0746658,0,6.052070482,0,0,0,0,0,0,0,61.7257073,0.333333333,25,2,6,0,2,2,1,0,1,6,2,7,0,0,1,1,3,2.6916,89.9281,5.195
8,CHEMBL1173442,12.32305165,-0.981835895,12.32305165,0.016183128,0.427549686,334.368,312.192,334.1416384,130,0,0.34231145,-0.507799736,0.507799736,0.34231145,1.166666667,1.916666667,2.666666667,2.364649609,649.1542251,17.68986997,13.42282373,13.42282373,11.37991785,7.844614363,7.844614363,5.846562668,5.846562668,3.767153707,3.767153707,2.462851265,2.462851265,-2.31,169026.4878,18.03480877,7.987436978,4.594802614,139.8776736,25.16297253,23.16644155,0,0,0,5.969305288,0,4.794537184,0,0,24.30408043,31.39519901,12.48718869,12.20793278,29.95750972,12.04532539,0,0,0,44.49810123,0,41.48769744,0,11.49902367,0,0,11.49902367,0,44.70731403,4.736862954,0,42.10764224,30.36079446,0,6.076020107,0,107.22,24.28120445,25.22064676,0,17.06247516,24.82591636,6.066367068,12.14238718,25.15179752,0,0,4.736862954,0,0,0,0,0,0,0,0,0,65.33333333,0.388888889,24,4,6,0,1,1,1,0,1,6,4,6,0,0,0,0,2,2.1182,88.6877,5.245
9,CHEMBL1257966,12.9550832,-1.131210304,12.9550832,0.172153536,0.430286101,426.597,388.293,426.2770097,170,0,0.338015305,-0.507663163,0.507663163,0.338015305,1.193548387,1.903225806,2.612903226,2.333151308,853.9874514,23.01829709,19.70212312,19.70212312,14.58022458,11.28110528,11.28110528,9.297192462,9.297192462,5.963972456,5.963972456,3.777410688,3.777410688,-2.33,3985706.949,24.93508877,11.33465197,8.023624441,186.8840821,14.94991774,11.85347822,0,0,0,5.969305288,0,4.794537184,0,0,34.94737391,103.3269901,0,11.1645023,19.74445493,5.969305288,0,0,0,91.26945456,0,64.2733781,0,5.749511833,0,0,5.749511833,0,27.88737728,11.15768458,0,89.0650559,53.14647512,0,0,0,66.76,17.67432249,15.00759197,0,5.749511833,30.38936785,25.68328649,16.71931359,25.12283841,13.8474744,32.07553472,4.736862954,0,0,0,0,0,0,0,0,0,69.25,0.518518519,31,2,4,0,1,1,1,0,1,4,2,4,4,0,0,0,2,6.4241,126.2851,5.28
10,CHEMBL224345,13.92782319,-1.402434403,13.92782319,0.008683242,0.139772105,741.842,694.466,741.3373781,286,0,0.329284545,-0.507966645,0.507966645,0.329284545,0.685185185,1.259259259,1.907407407,1.634622292,1809.347733,39.19973089,30.71838894,30.71838894,25.76496834,17.62660737,17.62660737,13.2860065,13.2860065,8.475683961,8.475683961,5.384695885,5.384695885,-6.18,3.93217E+11,40.5885063,19.59881142,12.79387941,313.6186516,41.16419632,42.27326895,6.103966388,23.62871892,5.907179729,5.969305288,23.97268592,4.794537184,0,0,60.17040815,74.72679165,19.26246487,6.544756406,43.34747641,35.50520393,0,26.58394302,0,77.22874337,13.15163837,107.202251,0,11.49902367,31.32080597,0,11.49902367,0,84.0346994,52.76655093,0,44.38530327,90.51189653,0,0,0,201.26,72.32129004,33.8737505,0,25.0119767,29.04674827,5.57310453,25.98020854,66.73003775,19.92349451,26.58394302,9.473725908,0,0,0,0,0,0,0,0,0,137.6666667,0.35,54,6,14,0,1,1,3,0,3,9,6,14,9,0,1,1,4,1.7857,198.9893,5.31
11,CHEMBL1682725,14.54844912,-1.866193026,14.54844912,0.11924112,0.075924432,962.346,870.618,961.6384944,386,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.909090909,1.560606061,2.181818182,1.688211151,1494.896556,49.31046135,42.61055084,43.42704742,30.85817179,24.87145999,25.27970828,21.15900553,21.56725382,15.10475723,15.39343236,10.95602103,11.16014517,-1.36,4.77313E+13,57.22087464,25.15163555,14.84004457,401.4201737,74.38721137,30.01691636,17.69249034,0,0,5.969305288,9.694446915,0,0,0,27.19203322,132.3117264,64.2559889,41.53587322,58.74835188,23.29961562,0,25.3333064,17.75371814,210.9025636,67.01843635,0,0,0,10.63357721,0,0,12.21787344,208.6311633,33.21571491,17.75371814,120.603945,0,0,0,0,207.38,95.95792882,30.32717416,0,37.32617813,37.58834935,26.17902562,33.29599961,34.618686,46.69020249,20.43339667,40.63905117,0,5.610407292,0,0,0,0,0,0,0,142.6395927,0.958333333,66,7,17,0,4,4,0,0,0,16,7,18,14,0,4,4,4,2.611,256.6334,5.343333333
12,CHEMBL1682726,14.54344912,-1.874005526,14.54344912,0.115460401,0.074551052,964.318,874.606,963.6177589,386,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.924242424,1.575757576,2.196969697,1.688211151,1496.822914,49.31046135,42.31169235,43.12818893,30.85817179,24.44881026,24.85705855,20.7107178,21.11896609,14.75977878,15.04845392,10.59778434,10.80190849,-1.4,4.77313E+13,57.18121214,25.12390284,14.82068737,400.1687768,74.22416459,30.01691636,17.69249034,0,0,5.969305288,14.59435665,0,0,0,20.7712116,106.3805703,77.34550171,54.74963715,63.48521483,23.29961562,0,25.3333064,17.75371814,191.6400988,80.23220028,0,0,0,10.63357721,0,0,12.21787344,221.8449273,37.95257786,17.75371814,101.3414801,0,0,0,0,216.61,95.95792882,30.32717416,0,37.32617813,44.13310575,32.84803315,14.03353474,34.618686,46.69020249,20.43339667,45.37591412,0,5.585715934,0,0,0,0,0,0,0,144.6642841,0.957446809,66,7,18,0,4,4,0,0,0,17,7,19,14,0,4,4,4,1.4573,253.6014,5.356666667
13,CHEMBL2029742,13.57653479,-1.798959811,13.57653479,0.145490524,0.152639697,724.981,656.437,724.4986298,294,0,0.311176054,-0.458935944,0.458935944,0.311176054,1.058823529,1.705882353,2.31372549,1.948085794,1191.172453,38.25841959,32.60516048,32.60516048,23.80951118,18.81627876,18.81627876,16.05964911,16.05964911,11.16823345,11.16823345,8.040104656,8.040104656,-1.78,42148907862,43.623135,19.00257754,11.3613708,305.2253346,49.95992417,23.91294997,6.290026729,0,0,5.969305288,14.67842544,0,0,0,20.7712116,111.1009209,43.48478766,29.83085602,44.53776302,5.969305288,0,20.10058659,17.75371814,153.8175488,33.72961318,30.08987277,0,0,5.316788604,0,0,0,146.2149618,25.54988245,17.75371814,86.63663558,24.52642128,0,0,0,177.31,71.8589185,30.32717416,0,30.90535651,32.59984725,11.98427311,13.8474744,33.16489874,51.89919943,15.20067686,14.21058886,0,0,0,0,0,0,0,0,0,118.8333333,0.842105263,51,6,13,0,2,2,0,1,1,13,6,13,10,0,2,2,3,1.9206,194.4437,5.41
14,CHEMBL1094534,12.66564988,-1.161250236,12.66564988,0.066373614,0.416761908,380.393,356.201,380.1471177,148,0,0.342079812,-0.50689568,0.50689568,0.342079812,1.185185185,1.925925926,2.62962963,2.14004589,730.6649897,19.71481399,15.1095638,15.1095638,12.81176951,8.796316745,8.796316745,6.872819833,6.872819833,4.829431615,4.829431615,3.439961358,3.439961358,-2.13,893908.709,19.6266099,7.854024956,3.934196376,156.1534781,34.63669844,41.47834071,0,0,0,5.969305288,0,4.794537184,0,0,12.15204021,12.99010427,24.47146181,19.31773032,39.43123562,5.969305288,0,0,0,56.38917877,7.109797541,35.41167733,0,11.49902367,4.736862954,0,11.49902367,0,64.02504435,9.473725908,0,41.790787,24.28477435,0,0,0,125.68,42.59310361,25.22064676,0,29.04674827,6.420821623,0,25.31855179,12.99975731,0,0,14.21058886,0,0,0,0,0,0,0,0,0,72.83333333,0.526315789,27,4,8,0,2,2,1,0,1,8,4,8,1,0,1,1,3,0.8187,93.5447,5.42
15,CHEMBL1682727,14.55334721,-1.873271986,14.55334721,0.115885111,0.070837754,978.345,886.617,977.633409,392,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.910447761,1.537313433,2.134328358,1.664077281,1513.690119,50.01756813,43.01879913,43.83529571,31.35817179,24.94881026,25.35705855,21.06427119,21.47251948,14.98286596,15.2715411,10.77482085,10.97894499,-1.4,7.77705E+13,58.17289055,25.81967598,15.54818988,406.5337189,74.22416459,30.01691636,17.69249034,0,0,5.969305288,14.59435665,0,0,0,20.7712116,119.3461484,70.8007453,54.74963715,63.48521483,23.29961562,0,25.3333064,17.75371814,198.0609204,80.23220028,0,0,0,10.63357721,0,0,12.21787344,221.8449273,37.95257786,17.75371814,107.7623017,0,0,0,0,216.61,95.95792882,30.32717416,0,37.32617813,37.58834935,45.81361118,14.03353474,34.618686,46.69020249,20.43339667,45.37591412,0,5.59829005,0,0,0,0,0,0,0,146.1517099,0.958333333,67,7,18,0,4,4,0,0,0,17,7,19,15,0,4,4,4,1.8474,258.2184,5.443333333
16,CHEMBL1682728,14.5429107,-1.869392769,14.5429107,0.117466974,0.063594146,964.362,870.618,963.6541444,388,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.909090909,1.53030303,2.106060606,2.053183017,1464.21418,49.89624779,43.19633728,44.01283386,30.77238535,24.78567355,25.19392184,20.63714069,21.04538898,14.7735883,15.06226344,10.48988481,10.69400895,-1.36,3.2457E+13,58.95107281,26.19257086,15.56893898,402.4260048,74.38721137,30.01691636,17.69249034,0,0,5.969305288,9.694446915,0,0,0,34.618686,132.4356612,57.71123249,41.53587322,58.74835188,23.29961562,0,25.3333064,17.75371814,211.9083948,67.01843635,0,0,0,10.63357721,0,0,12.21787344,208.6311633,33.21571491,17.75371814,121.6097761,0,0,0,0,207.38,95.95792882,30.32717416,0,37.32617813,37.58834935,32.59984725,14.03353474,34.618686,46.69020249,34.28087107,40.63905117,0,5.584277705,0,0,0,0,0,0,0,143.6657223,0.958333333,66,7,17,0,3,3,0,0,0,16,7,18,17,0,3,3,3,2.857,258.7474,5.503333333
17,CHEMBL1097787,12.60955431,-1.370296622,12.60955431,0.008090724,0.320156885,380.393,356.201,380.1471177,148,0,0.342079813,-0.50689568,0.50689568,0.342079813,1.222222222,1.962962963,2.666666667,1.96832446,730.6649897,19.71481399,15.1095638,15.1095638,12.81176951,8.796316745,8.796316745,6.869900749,6.869900749,4.777800969,4.777800969,3.200523779,3.200523779,-2.13,1461253.985,19.6266099,7.854024956,4.243434364,156.1534781,34.63669844,41.47834071,0,0,0,5.969305288,0,4.794537184,0,0,12.15204021,12.99010427,24.47146181,19.31773032,39.43123562,5.969305288,0,0,0,56.38917877,7.109797541,35.41167733,0,11.49902367,4.736862954,0,11.49902367,0,64.02504435,9.473725908,0,41.790787,24.28477435,0,0,0,128.98,42.59310361,25.22064676,0,17.73378495,17.73378495,0,19.25218472,19.06612437,0,0,14.21058886,0,0,0,0,0,0,0,0,0,72.83333333,0.526315789,27,4,8,0,2,2,1,0,1,8,4,8,1,0,1,1,3,0.8187,93.5447,5.53
18,CHEMBL1774624,14.4099568,-1.912897855,14.4099568,0.103767314,0.146916785,849.117,768.477,848.5721886,346,0,0.31432497,-0.458935816,0.458935816,0.31432497,0.949152542,1.593220339,2.169491525,2.188207342,1326.875983,44.78336361,38.21358978,38.21358978,27.3405337,21.62988347,21.62988347,18.50670457,18.50670457,13.05673228,13.05673228,9.434996835,9.434996835,-1.74,1.13733E+12,51.60924492,21.56292756,12.68734844,352.2792603,69.48730164,30.01691636,12.58005346,0,0,12.0004198,9.694446915,4.794537184,0,0,20.7712116,94.66561248,57.71123249,41.53587322,63.54288907,12.0004198,0,20.43339667,17.75371814,192.1430143,47.38416713,0,0,0,10.63357721,4.794537184,0,0,185.015662,33.21571491,17.75371814,101.8443957,0,0,0,0,221.21,95.95792882,35.12171134,0,49.90204905,26.05509084,0,14.03353474,48.4661604,44.66637503,10.63357721,28.42117772,0,0,0,0,0,0,0,0,0,141.0833333,0.952380952,59,7,17,0,3,3,0,0,0,15,7,17,11,0,3,3,3,1.59,220.1974,5.586666667
19,CHEMBL2029740,13.57608874,-1.799987095,13.57608874,0.146810543,0.152639697,724.981,656.437,724.4986298,294,0,0.311176054,-0.458935944,0.458935944,0.311176054,1.098039216,1.784313725,2.392156863,1.948085794,1191.172453,38.25841959,32.60516048,32.60516048,23.80951118,18.81627876,18.81627876,16.06546078,16.06546078,11.14166942,11.14166942,8.042159392,8.042159392,-1.78,42148907862,43.623135,19.00257754,11.3613708,305.2253346,49.95992417,23.91294997,6.290026729,0,0,5.969305288,14.67842544,0,0,0,26.83757867,105.0345539,43.48478766,29.83085602,44.53776302,5.969305288,0,20.10058659,17.75371814,153.8175488,33.72961318,30.08987277,0,0,5.316788604,0,0,0,146.2149618,25.54988245,17.75371814,86.63663558,24.52642128,0,0,0,177.31,71.8589185,30.32717416,0,30.90535651,32.59984725,11.98427311,13.8474744,26.96805517,58.096043,15.20067686,14.21058886,0,0,0,0,0,0,0,0,0,118.8333333,0.842105263,51,6,13,0,2,2,0,1,1,13,6,13,10,0,2,2,3,1.9206,194.4437,5.6
20,CHEMBL1774583,13.61555039,-1.825170802,13.61555039,0.176234304,0.104710506,783.086,712.526,782.4863508,310,0,0.311176054,-0.458935944,0.458935944,0.311176054,1.037037037,1.685185185,2.296296296,1.901214056,1307.197784,40.54287664,34.14354545,34.96004203,25.20335803,19.67067179,20.07892008,16.62246332,17.03071161,11.49442789,11.78310302,8.224361531,8.398592387,-1.98,1.62849E+11,46.40257664,20.4434307,12.25870114,328.2792712,55.27671277,23.91294997,11.40246361,0,0,5.969305288,9.694446915,0,0,0,51.10304694,98.09654744,44.18061333,29.83085602,44.53776302,23.29961562,0,20.43339667,17.75371814,153.8175488,33.72961318,35.89528683,0,0,10.63357721,0,0,12.21787344,146.3434201,25.54988245,17.75371814,86.63663558,30.33183534,0,0,0,176.45,71.8589185,30.32717416,0,30.90535651,44.13310575,5.563451492,13.8474744,20.7712116,70.09830064,15.53348694,26.4284623,0,5.503760963,0,0,0,0,0,0,0,120.1629057,0.8,54,7,13,0,2,2,1,0,1,12,7,14,10,0,2,2,3,2.4001,212.3824,5.646666667
21,CHEMBL1682723,14.59094184,-1.896943074,14.59094184,0.107595647,0.085636313,1013.35,924.646,1012.613008,402,0,0.311188426,-0.458935816,0.458935816,0.311188426,0.985714286,1.671428571,2.285714286,1.435640815,1796.782513,51.87937545,44.07674319,44.89323977,32.82449828,25.43380032,25.84204861,21.45942139,21.86766968,15.28330224,15.52970188,10.99776604,11.21767925,-2.41,4.28559E+14,58.47843633,25.21455758,14.45421328,421.7156347,79.12407432,35.83477914,17.69249034,0,0,5.969305288,9.694446915,4.983978521,0,0,20.7712116,118.5133045,64.2559889,66.63386699,63.48521483,34.80486467,0,20.10058659,17.75371814,191.6400988,77.3593858,18.32957771,0,0,15.53348694,11.50524905,0,12.21787344,208.8394832,37.95257786,17.75371814,101.3414801,18.32957771,0,0,0,229.5,95.95792882,30.32717416,0,37.32617813,50.80211328,24.59476186,14.03353474,40.81552957,58.82293663,25.41737519,45.37591412,0,5.647349812,0,0,0,0,0,0,0,153.9359835,0.86,70,7,19,0,4,4,0,1,1,18,7,20,13,0,4,4,5,2.8792,269.2314,5.686666667
22,CHEMBL1682722,14.47354277,-1.897607477,14.47354277,0.018590118,0.104473562,891.198,804.51,890.6191388,364,0,0.314496696,-0.458935816,0.458935816,0.314496696,0.983870968,1.629032258,2.209677419,2.142750715,1392.879785,47.06782066,40.49804683,40.49804683,28.73438055,23.05060377,23.05060377,19.78356131,19.78356131,13.93235206,13.93235206,9.759852282,9.759852282,-1.74,4.42295E+12,54.59265162,23.12659982,13.65832424,371.3740866,69.48730164,30.01691636,12.58005346,0,0,12.0004198,9.694446915,4.794537184,0,0,27.6949488,107.5072557,57.20831692,41.53587322,63.54288907,12.0004198,0,20.43339667,17.75371814,217.9502356,40.83941072,0,0,0,10.63357721,4.794537184,0,0,184.5127464,33.21571491,17.75371814,121.6097761,0,0,0,0,221.21,95.95792882,35.12171134,0,49.39913347,32.47591246,6.420821623,14.03353474,41.5424232,58.51384943,10.63357721,28.42117772,0,0,0,0,0,0,0,0,0,145.9166667,0.955555556,62,7,17,0,3,3,0,0,0,15,7,17,13,0,3,3,3,2.7587,234.0264,5.696666667
23,CHEMBL2029745,13.06641394,-1.771039685,13.06641394,0.110410775,0.201774894,617.828,562.388,617.4040011,248,0,0.311176053,-0.458935944,0.458935944,0.311176053,1.022727273,1.704545455,2.386363636,1.776494421,1208.36372,32.819262,27.47964299,27.47964299,20.59429713,16.08516287,16.08516287,13.51528683,13.51528683,9.539734515,9.539734515,6.672395734,6.672395734,-2.18,1976894616,36.28985917,15.40484945,8.74866658,262.0063693,35.58628853,17.80898359,0,0,0,5.969305288,14.67842544,0,0,0,45.03667987,78.09756666,30.4354839,34.93751835,35.06403711,16.87223022,0,15.20067686,17.75371814,115.9331897,19.63426922,42.09213041,0,0,5.316788604,0,0,0,102.6799077,16.07615654,17.75371814,73.42255326,36.39820241,0,10.90292493,0,155.61,59.46492538,30.32717416,0,18.75954929,26.17902562,23.01767455,13.8474744,20.7712116,44.17930974,16.2830654,9.720841475,0,0,0,0,0,0,0,0,0,104.3333333,0.705882353,44,6,10,0,1,1,1,1,2,10,6,10,7,0,1,1,3,2.6235,170.6497,5.71
24,CHEMBL2029748,13.06695213,-1.769719667,13.06695213,0.108675238,0.201774894,617.828,562.388,617.4040011,248,0,0.311176053,-0.458935944,0.458935944,0.311176053,1.068181818,1.75,2.431818182,1.776494421,1208.36372,32.819262,27.47964299,27.47964299,20.59429713,16.07509676,16.07509676,13.55626403,13.55626403,9.553758378,9.553758378,6.695255329,6.695255329,-2.18,1976894616,36.28985917,15.40484945,8.74866658,262.0063693,35.58628853,17.80898359,0,0,0,5.969305288,14.67842544,0,0,0,38.9703128,83.66101815,36.63232747,29.24359035,35.06403711,16.87223022,0,15.20067686,17.75371814,115.9331897,19.63426922,42.09213041,0,0,5.316788604,0,0,0,102.6799077,16.07615654,17.75371814,73.29207676,36.52867891,0,10.90292493,0,155.61,59.46492538,30.32717416,0,18.75954929,26.17902562,22.88719805,13.8474744,20.7712116,44.30978624,21.26704392,4.736862954,0,0,0,0,0,0,0,0,0,104.3333333,0.705882353,44,6,10,0,1,1,1,1,2,10,6,10,7,0,1,1,3,2.6235,170.6497,5.72
