,pKi,SD_tiny,MEcc,SDAromFE,SD_RDFM12,SD_RDFM17,SD_RDFM16,SD_RDFM15,M_neg,MRVSA9,MRVSA6,MRVSA0,SD_RDFM5,SD_RDFM4,SD_RDFM9,SD_RDFM8,Smax15,SD_small,RDFM30,SD_..ATOM.CONVEXE,naccr,S17,MAromFE,PEOEVSA13,M_Petitj3D,GATSv1,QCss,M_E2m,RDFM21,RDFM20,Hy,Smin8,Chi5ch,RDFM15,RDFM16,RDFM17,RDFM10,RDFM12,RDFM18,M_..ATOM.CONVEXE,M_phydrophobe,M_A,M_F,M_D,SD_p_charges,SD_polar,MATSm4,MATSm5,MATSm6,MATSm7,MATSm2,Rpc,M_RDFM10,SD_Oatom,SD_charges,LDI,GATSm1,GATSm4,PEOEVSA3,PEOEVSA2,PEOEVSA1,PEOEVSA0,PEOEVSA7,PEOEVSA6,PEOEVSA5,PEOEVSA8,slogPVSA2,slogPVSA0,slogPVSA9,RDFM6,RDFM9,SD_INERTIA.3,J,M_pL,M_pF,SD_Dm,IC2,QNmin,SDElPos,bcutp13,bcutp11,M_RDFM6,Sfinger16,Sfinger17,Chiv3c,SD_pos,M_I,M_N,SD_N,Rnc,SD_Natom,SD_Petitj3D,Chiv4c,EstateVSA9,EstateVSA4,EstateVSA7,EstateVSA0,EstateVSA2,EstateVSA3,M_MEcc,MATSp1,SD_pV,M_INERTIA.3,M_parom,MElNeg,SD_aliphatic,Petitj3D,MATSe5,MATSe6,MATSe7,MATSe1,NBprofile,SD_psmall,SD_phydrophobe,GATSe1,GATSe5,Chiv4pc,slogPVSA10,SD_pN,SD_pC,bcutp4,bcutp7,bcutp1,bcutp2,bcutp3,Mnc,SD_ptiny,E3m,SD_neg,SD_RDFM24,SD_RDFM22,nrot,SPP,M_pneg,M_pStype,SD_MoRSEU2,SD_ppolar,M_MoRSEP12,M_MoRSEP11,SIC1,SIC3,E2u,SD_RADIUS.HULL,E2m,M_MoRSEN9,M_MoRSEN8,M_MoRSEN1,M_MoRSEN3,M_MoRSEN2,M_MoRSEN4,M_MoRSEN7,Qmin,M_MoRSEM13,M_MoRSEM10,M_MoRSEM11,M_MoRSEM14,Tpc,SDAromFF,SD_Ctype,SD_RDFM11,SD_RDFM10,SD_RDFM18,SD_MoRSEV14,SD_MoRSEV15,SD_MoRSEV16,SD_MoRSEV17,SD_MoRSEV18,SD_MoRSEN2,SD_MoRSEN1,SD_MoRSEN6,SD_MoRSEN5,MoRSEE28,MoRSEE26,TPSA,noxy,SD_pNtype,Chi3c,M_E3p,M_E3u,MRVSA8,MRVSA5,MRVSA4,MRVSA3,SD_RDFM7,SD_RDFM2,MoRSEU25,Smax11,Smax16,Smax17,QCmin,E1u,SD_RDFV13,SD_MoRSEP4,SD_MoRSEP29,MoRSEM5,MoRSEM3,MoRSEM9,M_MoRSEU23,M_MoRSEU21,M_MoRSEU20,M_MoRSEU27,M_MoRSEU26,MoRSEU6,MoRSEU3,S18,S12,S16,M_aliphatic,RDFV19,RDFV18,RDFV17,RDFV16,RDFV13,RDFV12,RDFV11,SD_RDFP3,SD_RDFP4,SD_RDFP6,GATSv3,GATSv8,M_E2p,SD_MoRSEP5,SD_MoRSEP7,S9,M_RDFM7,MoRSEP19,RDFM25,RDFM24,M_V,knotpv,L2e,Smin37,Smin34,Smin33,SD_P3m,Smin6,M_RDFM30,Chi10,MoRSEV12,MoRSEV10,MoRSEV16,SD_E3e,SD_INERTIA.1,SD_E3p,M_kyteScore,M_E,M_MoRSEM29,M_MoRSEM23,M_MoRSEM21,QNss,M_MoRSEM26,M_MoRSEM24,RDFU20,SD_paliphatic,ncocl,M_RDFM20,MoRSEP29,MoRSEP20,MoRSEP23,MoRSEP24,MoRSEP25,MoRSEP27,QCmax,MoRSEV26,QNmax,MATSm8,MATSm1,MoRSEN13,MoRSEN11,MoRSEN17,MoRSEN16,MoRSEN15,MoRSEN14,MoRSEN18,PEOEVSA12,PEOEVSA11,PEOEVSA10,Dm,Dv,S24,S29,SD_RDFM19,Smin11,M_RDFM13,M_E3m,M_arom,RDFP9,RDFP8,Chiv5ch,nring,GATSm6,GATSm8,SD_L3e,MoRSEN26,MoRSEN25,MoRSEN22,MoRSEN23,MoRSEN20,MoRSEN21,MoRSEN29,PEOEVSA4,SD_SURFACE.HULL,slogPVSA7,RDFM5,SD_pR,AWeight,M_MoRSEV3,M_MoRSEV2,M_charges,SD_kyteScore,M_ASPAN,SD_FACE,QHmin,M_pS,IC0,QOmax,M_MoRSEN20,MHBD,Chiv6ch,M_MoRSEV19,bcutp10,SD_RDFU6,M_RDFM5,MoRSEE8,MoRSEE7,MoRSEE5,MoRSEE2,M_MoRSEN30,RDFM13,M_MoRSEV24,M_MoRSEV25,M_MoRSEV27,M_MoRSEV20,M_MoRSEV21,M_MoRSEV22,M_MoRSEV23,M_polarityASA,M_MoRSEV28,RDFM28,knotp,SD_MoRSEV8,SD_MoRSEV9,SD_ASPAN,SD_M,M_MoRSEP29,M_S,M_R,SD_MEcc,EstateVSA5,SD_RDFP10,SD_RDFP11,SD_RDFP17,SD_RDFP15,M_MoRSEU3,M_MoRSEU7,M_L3p,MATSp7,MATSp5,MATSp4,MATSp3,MATSp2,QHss,SD_K,SD_D,M_INERTIA.2,SD_E,GATSp6,MATSe4,MATSe8,Chi3ch,M_SMALLEST.SIZE,SD_L2m,SD_MoRSEE5,SD_MoRSEE4,MoRSEE11,MoRSEE12,MoRSEE17,M_Dp,M_MoRSEE12,M_MoRSEE10,E3v,SD_RDFM26,P2u,RDFE22,MoRSEE30,M_Y,SD_MoRSEU3,ndonr,SIC0,SIC2,SD_MoRSEP19,E2v,SD_L1p,SD_MoRSEP10,M_MoRSEN5,M_MoRSEN6,Smax69,M_MoRSEM12,M_MoRSEM16,M_MoRSEM17,M_MoRSEM15,M_MoRSEM18,M_Stype,ATSm8,SD_RDFM14,SD_MoRSEV11,SD_MoRSEN3,MoRSEE29,MoRSEE21,MoRSEE23,M_MoRSEU30,MoRSEE27,SD_TASA,SD_PSA,LogP2,nnitro,Smax18,E1m,SD_RDFV14,Chi6ch,SD_MoRSEP2,M_MoRSEE25,M_MoRSEU22,VSAEstate7,M_P3u,SD_parom,RDFV15,RDFV10,SD_RDFP7,SD_RDFP8,GATSv4,SD_MoRSEP6,SD_polarityASA,RDFM29,MoRSEP18,RDFM23,MElPos,Smin31,M_E1e,MoRSEV17,Chiv9,M_H,SD_RDFU8,L3e,RDFU23,S30,Smin24,SD_Ae,SD_E2e,MoRSEP28,MoRSEN10,MoRSEN19,M_MoRSEP10,SD_RDFP23,SD_E1v,P3m,P3e,M_MoRSEV9,M_pT,S7,MoRSEE19,SIC5,M_P1m,M_L1m,M_RDFV12,M_MoRSEM19,SD_MoRSEV12,SD_MoRSEN8,SD_MoRSEN9,MoRSEE20,MoRSEE22,MoRSEE24,Hato,SD_RDFM6,E1p,SD_MoRSEP22,M_MoRSEE28,SD_P1u,S13,M_RDFV9,M_pos,MoRSEV13,M_RDFV10,SD_sumASA,SD_MoRSEP25,GATSv7,M_RDFP23,Platt
CHEMBL270286,6.7,0.811186038,0.999,0.773371227,2.976644726,1.770091094,2.488184599,2.259380448,3.19853431,28.452,83.816,8.781,1.02297147,1.763807894,2.210365257,2.7455519,0,1.40536857,0.506,0.007771236,5,1.787,2.152972028,0,0.919438374,0.742,0.129,0.335216522,3.741,8.277,-3.434,0.38,0.096,5.786,7.595,4.802,4.023,16.489,7.722,0.083560645,0.8341443,2.726848767,3.011992005,1,0.496667882,1.513165439,-0.108,-0.128,0.108,0.072,-0.051,0.076,7.57393471,3.307296072,1.036619974,0.173,0.507,1.471,5.099,23.431,0,5.317,6.545,35.392,24.265,23.505,13.09,5.317,14.599,7.777,7.885,0.015339909,1.245,0.132813196,0.078334347,0.066058881,4.232,-0.365,0,1.362,1.891,11.41268155,0,5,0.82,0.596692929,3.032644903,1.808127915,0.710978363,0.171,2.74985812,0.039143049,0,8.781,30.593,20.383,0,24.555,16.513,0.96926982,-0.044,0.013443757,0.186285805,0.179640092,0,0.74944733,0.86,-0.162,0.116,0.098,-0.052,1144,0.025363741,0.021690865,0.658,0.839,1.586,0,0.004073813,0.005376524,3.219,2.661,3.918,3.797,3.781,-0.119,0.019435344,0.158,0.766050452,1.635473225,2.014250882,6,0.528,0.083018922,0.123554391,0.364712762,0.028371305,-0.605485676,-0.131622252,0.595,0.85,0.314,0.510299095,0.259,0.830780813,-2.18227515,25.99475416,-1.846883411,-2.912622918,-4.336311126,-1.85509527,-0.365,-1.389767488,1.030846103,1.302752165,1.350325117,2.133,0.443414513,3.727744023,1.784159151,2.352803339,2.086802752,0.174471297,0.162092149,0.11873377,0.128108389,0.176338864,0.242415241,0.538647424,0.554251102,0.42079627,-0.139,-0.765,55.63,0,0.003244574,1.789,0.240022652,0.319577615,0,5.317,18.467,0,1.761135363,0.85832762,0.591,1.713,0.928,0.757,-0.055,0.561,1.711380587,0.193831226,0.097689124,2.514,-0.649,1.349,-0.067672219,-0.389715523,-0.039770153,-0.393133911,-0.375838774,5.418,3.47,1.4,15.465,0,13.9320453,3.143,4.929,4.316,5.83,9.594,10.95,3.741,0.416264556,1.377130193,1.316980999,1.062,0.973,0.268698201,0.250286787,0.18632575,0.871,6.021639574,1.328,2,3.223,5.792138574,0.766,2.782,13.026,0,0,0.003900615,0,0.868497668,1.331,-0.719,1.149,-0.358,0.028502217,0.02550515,0.018972353,35.60572951,2.19853431,0.329334444,0.119932045,-0.284576949,0.32,-0.37663491,0.525507662,8.375,0.020390206,1,6.260327781,0.123,-0.353,-0.044,0.622,0.214,-0.101,0.163,-0.515,-0.179,-0.033,-0.012,-1.139,1.503,-1.059,0.082,0.304,1.037,-0.432,0,0,5.647,0.993,0.928,3.226,12.958,2.17597095,1.381,8.907073284,0.201201865,6.912058628,9.986,10.973,0.029,4,0.98,0.588,0.089819192,-0.602,0.335,-0.499,-0.028,-0.16,-0.486,0.37,11.601,78.74622912,11.033,9.841,0.003936094,13.704,-0.875863424,-2.489254497,-0.309793471,5.750871134,0.453193205,9.204662824,0.054,0.006904924,1.731,0,0.050483678,0,0.07,1.013454364,1.934,2.618075727,3.653647568,-1.899,0.575,-2.621,-4.416,-0.113963358,11.242,0.545261159,0.076506995,-0.134205197,-0.033355763,-0.292988008,-0.56831046,0.110467022,0.385122545,0.090201199,2.412,2.255,0.117295144,0.248140965,0.003957466,0.357625617,0.148388408,0,0.024650233,0.010790097,35.144,1.591054747,1.252602073,1.304343703,1.420215027,1.381651566,0.47091006,0.843051299,-0.139,-0.197,0.122,-0.217,0.015,0.092,0.548846063,0,0.302851624,0.766050452,0.904,-0.015,-0.008,0,19.70268087,0.487994138,0.456172997,0.464513535,-1.134,-0.236,-1.63,1.042913391,-0.443361093,0.991062625,0.168,1.774721469,0.095,8.69,0.591,2.857428381,1.031845874,1,0.317,0.775,0.138419684,0.237,1.176827077,0.221671361,1.070771486,5.420015323,0,-1.364582278,0.050378414,-1.030128581,0.522301133,-0.242365756,38.52231845,3.601,2.070189102,0.162613858,0.396215031,-0.101,-0.51,-0.47,0.363288474,-0.314,3.459906288,0,22.059,5,0,0.576,1.33763212,0.235,0.147544454,0.489416389,-1.112778814,27.814,0.036524317,0.017599614,5.663,4.957,0.982844253,1.49195331,0.657,0.374779273,0.028014894,0.347,-0.013,1.029,0,1.696,0.59338974,-0.968,0.253,1.042638241,2.653557009,0.917,3.866,0,0,5.562108132,0.022984287,0.041,0.989,1.277,0.915147235,1.307182672,0.011196255,0.024,0.031,0.41626982,0.068143433,0,2.44,0.892,0.85154497,23.53687009,8.298290473,1.061371752,0.156909228,0.225812719,0.366858606,-0.544,-0.973,1.188,2,2.062281771,0.517,0.102136977,-0.107920053,0.019160896,-0.38,7.872227848,2.888740839,-0.336,6.714981346,91.95259109,0.132743644,0.764,3.613137242,86
CHEMBL1775041,6.41,0.864934915,1,0.607777875,3.493030442,3.219122097,2.865578981,3.121622236,5.384410393,51.689,71.38,4.737,1.615420013,1.835534684,3.527767164,3.402957358,0,1.189964432,0,0.011764579,7,3.848,0.673202614,0,0.865229181,1.091,0.164,0.446059294,10.362,6.533,-3.594,0.491,0.096,11.93,10.107,10.077,11.286,14,11.869,0.118932937,0.742215465,2.666222518,3.000666223,1.758827448,0.494550756,1.177499629,-0.064,-0.054,-0.025,-0.015,-0.049,0.09,14.13704664,3.118299743,0.982755222,0.186,0.5,1.035,15.067,4.682,0,14.954,23.8,23.763,47.999,36.719,11.282,10.217,17.454,10.582,14.348,0.013649029,1.261,0.150724828,0.094442636,0.040357597,4.428,-0.339,0.068166993,1.666,1.882,16.3858028,0,5,1.005,0.515859327,2.986009327,0.341772152,0.488147927,0.148,2.411588219,0.035504109,0,0,0,15.315,0,36.547,35.374,0.978320453,-0.078,0.014571767,0.20428771,0.153846382,0,1.154986615,0.908,0,-0.207,0.13,-0.157,1071,0.028127609,0.025254424,0.956,0.886,1.927,0,0.00309679,0.005100726,3.451,2.817,3.933,3.8,3.759,-0.134,0.025833892,0.219,0.727857782,1.306885557,1.969564789,6,0.607,0.169001517,0.120294933,1.353567862,0.027447781,-0.532696869,-0.344680213,0.564,0.871,0.462,0.464140345,0.418,0.52079547,-1.894972019,18.77324983,-1.380480346,-4.14047435,-5.306720187,-3.132958694,-0.378,-1.186087941,1.518083278,0.895011326,1.596972019,2.554,0.348971595,3.904426384,3.134349939,2.802654544,3.507251069,0.22076707,0.188546698,0.158104614,0.171372286,0.207223401,1.098871215,2.44523443,0.5748277,0.6070531,-0.04,-0.523,68.1,1,0.002856954,1.834,0.295935376,0.410365756,0,36.52,11.922,0,3.207814964,1.004881955,0.232,2.017,1.039,0.818,-0.062,0.454,2.005448477,0.358038419,0.117000598,2.801,-1.987,0.567,-0.003133911,-0.528151899,-0.265596935,-0.467332445,-0.441584943,6.46,0.906,1.548,19.298,0,11.21852099,7.23,9.324,10.438,9.387,14.539,12.749,14.633,0.472604639,1.441612465,1.935885192,1.072,1.175,0.388371752,0.399717895,0.33710904,3.257,17.53875483,1.433,0.937,0.456,3.406395736,0.921,7.686,0,0,0,0.012932092,0,0,2.178,-0.873,0.826,-0.344,0.029687185,0.02658823,0.026264994,18.72558294,3.625582945,0.303225183,0.237978681,-0.332205863,0.395,-0.360660227,0.603578281,16.113,0.026944439,2,4.813758161,0.253,-0.529,0.2,0.865,0.061,-0.101,0.229,-0.508,-0.179,-0.033,-0.017,-1.063,1.293,-1.643,0.149,0.218,2.064,0.031,0,5.948,5.647,1.149,1.105,3.386,14.267,3.218903631,1.778,15.56805996,0.159341772,4.889407062,12.854,11.575,0.029,5,0.643,1.215,0.255576921,-0.593,-0.067,-0.72,0.308,-0.644,-0.323,0.476,11.601,74.07659525,11.033,4.671,0.004865704,13.975,-1.19169487,-2.430323118,-0.090606262,5.608443811,0.365090606,10.13674987,0.052,0.005440661,1.687,-0.378,-0.084413058,0.637721755,0.118,1.234576949,1.93,3.56538978,5.990176549,-1.093,-0.385,-4.657,-5.479,-0.168508994,13.098,0.633623584,0.093298468,-0.153066622,-0.082756829,-0.330319787,-0.643620253,0.146461692,0.403371385,0.036857428,0.006,2.55,0.25516926,0.265547357,0.004533367,0.523499155,0.17871952,0.472351765,1.990672885,0.010643044,6.197,2.27139234,2.155731707,2.030292699,2.274467805,-0.199554297,0.140516322,1.622849434,-0.097,0.044,0.206,-0.083,0.195,0.105,0.494486133,0.453497428,0.286618033,0.506833789,1.177,0.098,0.1,0,19.56101865,0.401010324,0.720298933,0.730806846,-0.966,-0.209,-2.685,1.144284477,-0.098618254,0.706371086,0.263,0.175691035,0.294,12.084,0.67,0.878747502,0.970132002,1,0.293,0.769,0.179125029,0.369,0.764285027,0.258503987,1.879625583,4.709411726,0,-1.45497535,0.046021319,-1.26203531,0.451409061,-0.121905396,31.89207195,4.175,3.292116994,0.225945224,0.662815782,0.192,-0.103,0.161,0.515017988,-0.398,16.22536665,0,25.402,6,0,0.512,2.095135375,0.343,0.884805544,0.549948701,-1.314399734,1.842,0.097449034,0.014075699,10.606,10.767,2.676427564,2.633753875,0.857,0.367470715,0.023713734,0.55,0.484,10.23,0.004668534,1.842,0.439871419,-1.374,0.414,1.009993338,4.576670348,1.384,7.878,2.124,0,8.464666578,0.021258156,0.076,1.36,1.555,0.883359094,0.847277119,0.014017411,0.044,0.054,0.248229847,0.004460318,0,2.811,0.897,0.659714857,13.07869287,14.11310326,1.343785476,0.216710419,0.369716692,0.378827429,-1.186,-1.548,1.483,2.087,2.684300019,0.498,0.140227998,-0.291859427,0.030366056,-0.231,17.64374217,5.293804131,-0.307,14.81012925,109.7019912,0.157246613,0.983,1.569856096,100
CHEMBL3689683,6.67,0.857884056,0.998,0.698170228,2.053557305,1.488478151,1.723637749,1.473147205,3.506329114,34.009,83.513,5.107,1.578825731,1.829528066,1.979089752,2.27249004,0,1.638588065,0.889,0.012271435,4,4.848,1.065,0,0.923018654,0.777,0.068,0.242664224,5.892,4.476,-3.797,0.009,0,3.306,4.501,4.756,4.155,15.157,1.648,0.095282827,0.848477858,2.762824783,2.919387075,1.239173884,0.416381079,1.603423079,-0.037,-0.044,-0.055,0.017,-0.029,0.116,6.091601599,3.736314756,0.747550948,0.131,0.475,1.092,0,9.968,0,10.423,21.66,35.895,47.999,24.014,6.607,5.317,11.505,3.057,12.245,0.017628041,1.255,0.133933624,0.084058131,0.044321801,4.087,-0.34,0,1.342,1.853,5.007348434,0,6,0.714,0.588142054,2.80679547,1.053964024,0.830236762,0.215,2.968616074,0.033666581,0,5.107,0,15.285,0,5.023,39.229,0.979135909,-0.068,0.017168348,0.178324787,0.17468723,0,1.026694943,0.974,0.093,-0.109,0.209,-0.063,1200,0.032788444,0.028222883,0.679,0.799,1.373,0,0.004432658,0.006597078,3.229,2.773,3.984,3.812,3.748,-0.107,0.021145619,0.135,0.621183818,1.59158016,1.792277236,4,0.603,0.100738876,0.123404482,0.330652493,0.030189805,-0.874007328,0.192066622,0.546,0.932,0.414,0.904069045,0.345,0.654309793,-1.551791472,21.08324117,-0.298876749,-3.071738175,-5.091163225,-2.323776815,-0.392,-1.135516322,0.829818787,1.11653964,1.660431712,1.819,0.298885662,4.575050882,1.689598579,1.832058726,1.636971378,0.173102324,0.13226037,0.139325488,0.110628507,0.204697812,0.352146325,1.080706552,0.490127972,0.478332602,-0.147,-0.482,58.04,1,0.003556839,1.484,0.238433045,0.297781479,11.257,5.317,6.607,0,1.72126546,0.88886699,-0.287,2.012,0.902,0.983,-0.061,0.585,1.514098121,0.19270944,0.091843135,3.078,0.397,0.731,0.052573618,-0.14817455,-0.461976682,-0.1411499,-0.439750833,5.603,3.516,1.786,22.912,0,12.84343771,4.344,2.127,5.099,5.72,5.48,12.396,2.9,0.358944745,1.510536831,1.159489409,0.971,1.333,0.292015323,0.333240496,0.156966441,0.009,7.849842771,1.719,0.673,4.722,5.361758827,0.659,1.931,0,0,9.248,0.007836666,0,0.113551632,1.456,-1.027,1.085,-0.212,0.076592618,0.036449555,0.052377852,34.90859427,2.26715523,0.228902732,0.288955363,-0.274470353,0.232,-0.450013991,0.763937375,5.701,0.024075444,1,3.653536309,0.081,-0.602,0.207,0.954,-0.373,0.177,0.131,-0.541,-0.237,-0.049,-0.005,-1.166,1.103,-1.33,0.244,-0.092,1.912,-0.509,0,0,0,0.924,0.916,3.255,9.12,1.73892819,1.744,6.510917388,0.223211859,6.098600933,11.183,10.579,0,4,0.919,0.703,0.257394716,-0.533,-0.661,-0.752,0.38,-0.554,-0.095,0.383,0,121.2427949,22.16,3.37,0.012354208,13.296,-0.062395736,-2.572086609,-0.011325783,5.893843214,0.444004664,10.22920042,0.062,0.008123626,1.559,-0.392,-0.330754164,0.573333333,0.093,1.424147235,1.943,2.19816694,4.446051299,0.022,-0.264,-3.62,-4.13,-0.225696203,5.882,0.732150566,-0.168217189,0.019588941,-0.316241173,-0.247720187,-0.656851432,0.223071286,0.360092248,0.178954031,1.91,2.06,0.161424891,0.202143322,0.008328249,0.407208588,0.093966023,0,0.225849434,0.005929425,6.197,1.501044332,1.306312077,1.102558554,1.128564911,1.99335976,0.247386409,0.802239174,0.022,0.259,-0.268,-0.003,0.029,0.132,0.509951452,0.434317813,0.27631206,0.481413885,0.776,-0.131,-0.228,0,18.55622773,0.238160695,0.495506416,0.46721587,-0.853,-0.664,-2.057,1.075295803,-0.571521652,0.829041972,0.201,1.007653072,0.067,4.851,0.311,2.177881412,0.680796888,2,0.289,0.758,0.158463243,0.23,1.083934838,0.186266585,2.230206529,4.176454364,0,-1.439143238,0.25294537,-1.210147901,0.128397069,-0.271884744,34.91205863,3.197,1.711203238,0.198697271,0.382430068,-0.033,0.441,-0.003,0.268953364,0.171,3.553087849,0,26.896,3,0,0.444,1.20041571,0.303,0.13447445,0.093794137,-1.17344437,0,0.0322505,0.021359515,2.793,3.956,0.893410187,1.662884985,1.288,0.367365805,0.032626345,1.349,-0.113,3.517,0,0,0.592987342,-1.293,0.265,1.001332445,2.575659129,1.125,7.962,0,0,4.85593322,0.024890406,0.09,1.311,1.756,0.882732179,1.204259897,0.01644547,0.037,0.038,0.404150566,0.05364541,0,2.698,0.982,0.887213191,21.89574017,9.130741506,1.525195203,0.142106498,0.233428417,0.269238503,-1.105,-1.498,1.473,2.053,1.575099558,0.504,0.0933271,-0.005977348,0.017082966,0,8.701336442,3.495003331,-0.654,5.502467022,108.616716,0.133309925,0.904,4.076097935,80
CHEMBL1836681,5.31,0.850452812,0.999,0.745966609,1.979530989,1.428170034,1.557119125,1.740897431,3.602931379,16.851,84.066,4.39,0.819476965,1.591280326,1.451510597,1.441263654,0,1.225008764,2.918,0.010962035,5,2.568,2.085353003,0,0.876536309,0.797,0.119,0.25211459,2.665,5.534,-3.616,0.485,0.096,2.441,5.677,0.918,1.827,5.788,4.972,0.096359867,0.836748908,2.312458361,3.132578281,1.000666223,0.414597077,1.75165649,0.008,0.049,-0.102,0.021,-0.016,0.082,4.680724184,3.654979557,0.887732443,0.151,0.633,0.906,5.099,19.04,0,5.317,13.09,29.68,42.465,11.583,19.51,5.317,10.208,8.483,9.514,0.014053628,1.23,0.142322766,0.088887427,0.035453753,4.166,-0.365,0,1.364,1.892,8.837473684,0,4,0.547,0.692051608,3.273151233,1.251165889,0.588763573,0.184,2.945990325,0.027612012,0,4.39,24.024,32.516,0,12.363,29.562,0.972744171,-0.05,0.014375685,0.184186515,0.166347053,0,0.833187907,0.868,0.027,-0.13,0.009,-0.045,949,0.027064198,0.028183792,0.687,0.683,1.069,0,0.0037839,0.006311192,3.194,2.661,3.915,3.793,3.78,-0.11,0.022225052,0.076,0.699931995,1.081484537,0.944239026,6,0.528,0.101892466,0.124336685,0.34941343,0.036180965,-0.62135443,-0.242453031,0.547,0.866,0.353,0.849962268,0.155,0.729818121,-2.322325117,28.15765423,-1.408784144,-2.486546969,-4.395106596,-2.074540306,-0.365,-0.920336442,0.951112592,1.088542305,1.185626915,1.981,0.514260048,4.10058699,1.75142075,1.374555408,1.508961062,0.180468909,0.138741616,0.11412162,0.120459327,0.173262898,0.100368833,0.612568535,0.369729846,0.345602417,-0.069,-0.58,55.63,0,0.004116875,1.302,0.17340573,0.311752165,0,5.317,19.51,0,0.920469451,0.866818743,0.284,2.104,1.259,0.858,-0.062,0.558,1.597444315,0.196149147,0.095729353,-0.32,-1.752,0.919,-0.0718501,-0.364767488,-0.119952698,-0.384884077,-0.372930047,6.141,0.978,1.648,20.098,0,13.73550966,0.967,3.952,2.468,6.189,7.819,6.614,8.764,0.426706036,1.31528679,1.343640776,1.151,1.493,0.239156562,0.287280256,0.150792979,2.112,3.984357095,1.175,3.541,0.754,5.448367755,0.521,1.714,13.307,0,0,0.003435834,0,0.807554963,1.321,-0.802,1.201,-0.355,0.044785763,0.023999619,0.026746944,40.06788807,2.602265157,0.276984677,0.162963358,-0.285676882,0.321,-0.381259161,0.542859427,11.094,0.02698399,0,3.456946702,0.098,-0.28,0.048,0.805,-0.014,0.095,0.163,-0.472,-0.179,-0.276,-0.04,-0.984,1.316,-1.168,0.062,0.294,1.484,-0.205,0,0,5.647,0.752,0.879,3.247,13.134,1.195253261,1.434,7.465131912,0.122105263,5.876748834,9.569,9.922,0.029,4,0.676,1.528,0.10123029,-0.543,-0.107,-0.693,0.077,-0.085,-0.136,0.39,0,105.3061898,11.033,1.694,0.001213576,12.664,-0.695046636,-2.110904064,-1.118587608,7.0822122,0.458998668,10.15164226,0.034,0.007782932,1.525,0,0.103364424,0.001053741,0.074,1.002858761,1.939,2.740788945,2.999039973,-1.084,-0.036,-4.873,-5.131,-0.145050633,10.644,0.569864091,0.0669507,-0.113932712,-0.031721519,-0.300558961,-0.595152565,0.117261159,0.3664914,0.06056429,1.792,1.734,0.119989764,0.21726605,0.003828954,0.403357985,0.126161892,0,0.001998668,0.009477128,12.263,1.347532928,1.379110235,1.056618592,1.299871375,1.194283811,0.465057961,0.679334444,-0.043,-0.058,0.188,-0.23,0.054,0.094,0.691188444,0.025802687,0.278657765,0.700029646,0.947,0.053,-0.309,0,18.89178003,0.321961038,0.495041648,0.404062099,-1.23,-0.09,-2.335,0.948936043,-0.129886076,0.801649567,0.142,0.904765335,0.06,7.203,0.425,1.751499001,1.478403617,1,0.279,0.763,0.137599134,0.209,1.035422249,0.21153898,0.797641572,5.010361093,0,-1.448638907,-0.011259161,-1.017524317,0.476888075,-0.1357002,35.32978015,3.452,1.53609002,0.153448598,0.419463896,-0.068,0.007,-0.211,0.412905396,0.056,3.601777949,0,14.594,5,0,0.521,1.154263737,0.253,0.133603391,0.486170553,-1.203031312,15.194,0.032148568,0.020226716,3.673,3.45,0.93508612,1.277991418,0.906,0.3291812,0.036047927,0.632,0.174,4.032,0,1.886,0.551102598,-1.134,0.251,0.992671552,2.608164253,0.928,10.312,0,0,4.538257382,0.021341827,0.134,1.148,1.038,0.847214524,0.969326636,0.005368609,0.018,0.032,0.349266489,0.059213512,0,1.978,0.914,0.886417055,23.33754031,7.417093937,0.904106596,0.147075097,0.135090291,0.259789839,-0.53,-1.337,1.384,2.108,1.482995789,0.539,0.093040934,-0.200464357,0.013005786,0,6.925854763,2.484343771,-0.341,5.647548301,117.9042227,0.129999867,0.942,2.758694204,78
